"","link","Type.de.notice","Type.de.document","Titre","Auteur","Contributeur","Editeur","Date","Description","Sujet","Langue","Format","pages","link_gallica"
"423","http://catalogue.bnf.fr/ark:/12148/cb30526961s","monographie","texte imprimé","Remarques patriotiques , par la citoyenne, auteur de la Lettre au peuple","Gouges, Olympe de (1748-1793). Auteur du texte","","[s.n.]","1780-1800","","France (1774-1792, Louis XVI)","fre | français | ","48 p.-1 p. de pl. ; in-8","48 p.","https://gallica.bnf.fr/ark:/12148/bpt6k96226223"
"424","http://catalogue.bnf.fr/ark:/12148/cb30526933j","monographie","texte imprimé","Le couvent, ou Les voeux forcés , drame en trois actes. Représenté en deux actes, & remis en trois au Théâtre françois, comique & lyrique, au mois d'octobre 1790...","Gouges, Olympe de (1748-1793). Auteur du texte","","Vve Duchesne (Paris)","1792","","","fre | français | ","83 p. ; in-8","83 p.","https://gallica.bnf.fr/ark:/12148/bpt6k98191376"
"425","http://catalogue.bnf.fr/ark:/12148/cb305269206","monographie","texte imprimé","Oeuvres de madame de Gouges.... Tome premier","Gouges, Olympe de (1748-1793). Auteur du texte","","chez l'auteur (Paris) | chez Cailleau (Paris) | ","1788","Comprend : Mémoire de madame de Valmont . - A Paris : chez l'auteur : chez Cailleau, 1788 ; L'Homme généreux, drame en cinq actes et en prose . - A Paris : chez l'auteur : chez Knapen et fils, 1786 ; Le Mariage inattendu de Chérubin, comédie en trois actes et en prose . - A Séville : chez Cailleau, 1786","","fre | français | ","160-140-111 p. ; in-8°","160-140-111 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6546469r"
"426","http://catalogue.bnf.fr/ark:/12148/cb36057180p","monographie","texte imprimé","Les droits de la femme . A la Reine","Gouges, Olympe de (1748-1793). Auteur du texte","Marie-Antoinette (1755-1793 ; reine de France). Dédicataire","[Paris, 1791]","1791","","France (1774-1792, Louis XVI)","fre | français | ","24 p. ; in-8","24 p.","https://gallica.bnf.fr/ark:/12148/bpt6k64848397 | https://gallica.bnf.fr/ark:/12148/bpt6k9629179b | https://gallica.bnf.fr/ark:/12148/bpt6k317906t"
"427","http://catalogue.bnf.fr/ark:/12148/cb307200062","monographie","texte imprimé","Tangu et Félime ou le Pied de nez, poème en quatre chants, par La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","P. Villiers (Paris)","1824","","","fre | français | ","In-12, 70 p. et pl.","12, 70 p.","https://gallica.bnf.fr/ark:/12148/bpt6k3753645"
"428","http://catalogue.bnf.fr/ark:/12148/cb30719992x","monographie","texte imprimé","L'Homme de lettres , épître à Monsieur ***","La Harpe, Jean François de (1739-1803). Auteur du texte","","","","","","fre | français | ","In-8, 7 p.","8, 7 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5425965h"
"429","http://catalogue.bnf.fr/ark:/12148/cb30719995z","monographie","texte imprimé","Montézume à Cortez ; Élisabeth de France à Don Carlos ; héroïdes nouvelles, par M. de La Harpe,...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Cailleau (Paris)","1764","","","fre | français | ","In-8° , 30 p.","8° , 30 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5426951s"
"430","http://catalogue.bnf.fr/ark:/12148/cb307200031","monographie","texte imprimé","Des Talens dans leurs rapports avec la société et le bonheur, pièce qui a remporté le prix de l'Académie françoise en 1771, par M. de La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Vve Regnard (Paris)","1871","","","fre | français | ","In-8° , 11 p.","8° , 11 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54275665"
"431","http://catalogue.bnf.fr/ark:/12148/cb307200093","monographie","texte imprimé","Vers à S. M. Louis XVI, sur l'édit du 31 mai, par M. de La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Morin (Paris)","1774","","","fre | français | ","In-8° , 7 p.","8° , 7 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5426000c"
"432","http://catalogue.bnf.fr/ark:/12148/cb37239189b","monographie","texte imprimé","Mélanie ou La religieuse : drame en trois actes et en vers ([Reprod.]) par M. de La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Maxwell","1792","Collection : Les archives de la Révolution française ; 12.215","","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k482902"
"433","http://catalogue.bnf.fr/ark:/12148/cb372391927","monographie","texte imprimé","Virginie : tragédie en cinq actes et en vers ([Reprod.]) par le citoyen La Harpe, de l'Académie française","La Harpe, Jean François de (1739-1803). Auteur du texte","","Maxwell","1793","Collection : Les archives de la Révolution française ; 12.216","","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k48291d"
"434","http://catalogue.bnf.fr/ark:/12148/cb372462831","monographie","texte imprimé","Réponse aux observations pour les comédiens français ([Reprod.]) [signé : de La Harpe, Champfort, Sedaine... [et al.]","La Harpe, Jean François de (1739-1803). Auteur du texte","","Micro Graphix","179.","Collection : Les archives de la Révolution française ; 12.67","","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k570220"
"435","http://catalogue.bnf.fr/ark:/12148/cb372364434","monographie","texte imprimé","Adresse des auteurs dramatiques à l'Assemblée nationale prononcée par M. de La Harpe, dans la séance du mardi soir 24 août ([Reprod.]) ","La Harpe, Jean François de (1739-1803). Auteur du texte","","Maxwell","1795","Collection : Les archives de la Révolution française ; 12.65","","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k48166x"
"436","http://catalogue.bnf.fr/ark:/12148/cb307199740","monographie","texte imprimé","Éloge de La Fontaine, qui a concouru pour le prix de l'Académie de Marseille, en 1774 . Par M. de La Harpe.","La Harpe, Jean François de (1739-1803). Auteur du texte","","Lacombe (Paris)","1774","","La Fontaine, Jean de","fre | français | ","62 p. ; in-8","62 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5613129g"
"437","http://catalogue.bnf.fr/ark:/12148/cb30719985n","monographie","texte imprimé","Caton à César et Annibal à Flaminius , héroïdes, par l'auteur de Montézume","La Harpe, Jean François de (1739-1803). Auteur du texte","","[s.n.] (Paris)","1760","","","fre | français | ","14 p. ; in-8","14 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54291561"
"438","http://catalogue.bnf.fr/ark:/12148/cb30719988p","monographie","texte imprimé","Conseils à un jeune poète, pièce qui a remporté le prix de l'Académie françoise, en 1775, par M. de La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Demonville (Paris)","1775","","","fre | français | ","In-8° , 16 p.","8° , 16 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54273548"
"439","http://catalogue.bnf.fr/ark:/12148/cb323393076","monographie","texte imprimé","Sections de Paris, prenez-y garde. Discours prononcé dans la Section de la Butte des Moulins [par Laharpe]","La Harpe, Jean François de (1739-1803). Auteur du texte","","","","","","fre | français | ","",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k6459556f"
"440","http://catalogue.bnf.fr/ark:/12148/cb30720011n","monographie","texte imprimé","Théâtre de La Harpe. Édition Touquet","La Harpe, Jean François de (1739-1803). Auteur du texte","","Touquet (Paris)","1821","Comprend : Warwick, Philoctète, Coriolan, Virginie, Mélanie","","fre | français | ","1 vol. (245 p.) ; in-12","1 vol. (245 p.","https://gallica.bnf.fr/ark:/12148/bpt6k9754449r"
"441","http://catalogue.bnf.fr/ark:/12148/cb30720075w","monographie","texte imprimé","La Liberté de la presse défendue, par La Harpe, contre Chénier","La Harpe, Jean François de (1739-1803). Auteur du texte","","Migneret (Paris)","1794","","France (1792-1795)","fre | français | ","In-8° , 22 p.","8° , 22 p.","https://gallica.bnf.fr/ark:/12148/bpt6k132331s"
"442","http://catalogue.bnf.fr/ark:/12148/cb30720077k","monographie","texte imprimé","Philosophie du dix-huitième siècle . Ouvrage posthume de J.-F. Laharpe. Nouvelle édition","La Harpe, Jean François de (1739-1803). Auteur du texte","","V. Lagier (Dijon) | Frantin (Dijon) | ","1821","","","fre | français | ","2 vol. ; in-12",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k3043741z"
"443","http://catalogue.bnf.fr/ark:/12148/cb30720001b","monographie","texte imprimé","Le Poëte, épître qui a remporté le prix de l'Académie françoise en 1766, par M. de La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","impr. de Regnard (Paris)","1766","","","fre | français | ","In-8° , 15 p.","8° , 15 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5436831z"
"444","http://catalogue.bnf.fr/ark:/12148/cb30719997n","monographie","texte imprimé","La navigation . Ode qui a remporté le prix de l'Académie françoise, en 1773. Par M. de La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","J.-B. Brunet (Paris)","1773","","","fre | français | ","14 p. ; in-8","14 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5507379s"
"445","http://catalogue.bnf.fr/ark:/12148/cb30720005q","monographie","texte imprimé","Tangu et Félime , poëme en IV chant par M. de La Harpe,...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Pissot (Paris)","1780","","","fre | français | ","71 p. ; in-8","71 p.","https://gallica.bnf.fr/ark:/12148/bpt6k61123523"
"446","http://catalogue.bnf.fr/ark:/12148/cb307199202","monographie","texte imprimé","Nouveau supplément au Cours de littérature de M. de La Harpe . Contenant 1° l'éloge de Voltaire ; 2° la réfutation des lettres de feu M. Ginguené sur les Confessions de J.-J. Rousseau ; 3° la réfutation des principes de J.-J. Rousseau sur la souveraineté nationale ; 4° la lettre de M. Sélis... sur le Collège de France avec la réponse de M. de La Harpe... 5° l'examen de plusieurs assertions hasardées par M. de La Harpe, dans sa philosophie du XVIIIe siècle, par M.***","La Harpe, Jean François de (1739-1803). Auteur du texte","Barbier, Antoine-Alexandre (1765-1825). Éditeur scientifique | Sélis, Nicolas-Joseph (1737-1802). Auteur de lettres | ","Delaunay (Paris)","1818","","","fre | français | ","XII-386 p. ; in-8","386 p.","https://gallica.bnf.fr/ark:/12148/bpt6k96143299"
"447","http://catalogue.bnf.fr/ark:/12148/cb34646618z","monographie","texte imprimé","Éloge de Voltaire ([Reprod.]) par M. de La Harpe,...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Hachette (Paris)","1780","","","fre | français | ","2 microfiches acétate de 49 images, argentiques ; 105 x́ 148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k86449h"
"448","http://catalogue.bnf.fr/ark:/12148/cb30720071h","monographie","texte imprimé","Du fanatisme dans la langue révolutionnaire, ou De la persécution suscitée par les barbares du dix-huitième siècle, contre la religion chrétienne et ses ministres ; suivi d'un appendice sur le calendrier républicain ; par Laharpe,...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Chaumerot jeune (Paris)","1821","","","fre | français | ","199 p. ; in-8","199 p.","https://gallica.bnf.fr/ark:/12148/bpt6k30439244"
"449","http://catalogue.bnf.fr/ark:/12148/cb30720078x","monographie","texte imprimé","Philosophie du dix-huitième siècle ouvrage posthume de J. F. La harpe. Nouvelle édition. Tome premier [- second]","La Harpe, Jean François de (1739-1803). Auteur du texte","","A Paris, chez Depelafol, libraire, rue des Fossés-Saint-Germain-des-Près, n° 13 ; Mame et Delaunay-Vallée, libraires, rue Guénégaud, n° 25. M. DCCC XXV.","1825","","Philosophie -- 18e siècle","fre | français | ","2 t. ([3]-449-[1] ; [3]-546 p.) ; in-8","2 t. ([3]-449-[1] ; [3]-546 p.","https://gallica.bnf.fr/ark:/12148/bpt6k202743m | https://gallica.bnf.fr/ark:/12148/bpt6k2027440"
"450","http://catalogue.bnf.fr/ark:/12148/cb37244138f","monographie","texte imprimé","Le salut public, ou La vérité dite à la Convention ([Reprod.]) par un homme libre [Laharpe]","La Harpe, Jean François de (1739-1803). Auteur du texte","","Micro Graphix","1794-1795","Collection : Les archives de la Révolution française ; 6.2.1717","","fre | français | ","1 microfiche ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k412388"
"451","http://catalogue.bnf.fr/ark:/12148/cb30720020m","monographie","texte imprimé","Le comte de Warwick , tragédie en cinq actes et en vers ; représentée, pour la première fois, le 7 novembre 1763","La Harpe, Jean François de (1739-1803). Auteur du texte","","impr. de Michel (Brest)","1814","","","fre | français | ","XV-[1]-67 p. ; in-8","1]-67 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5772649j"
"452","http://catalogue.bnf.fr/ark:/12148/cb37235861x","monographie","texte imprimé","Du fanatisme dans la langue révolutionnaire, ou De la persécution suscitée par les barbares du dix-huitième siècle, contre la religion chrétienne et ses ministres ([Reprod.]) par Jean-François Laharpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Pergamon press","1797","Collection : Les archives de la Révolution française ; 8.392","","fre | français | ","2 microfiches ; 105*148 mm","microfiche","https://gallica.bnf.fr/ark:/12148/bpt6k45263f"
"453","http://catalogue.bnf.fr/ark:/12148/cb307200151","monographie","texte imprimé","Les Barmécides, tragédies en 5 actes et en vers, représentée pour la 1re fois, par les Comédiens français, le 11 juillet 1778. Par M. de La Harpe,...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Pissot (Paris)","1778","","","fre | français | ","In-8° , XVI-75 p.","8° , XVI-75 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6124677v"
"454","http://catalogue.bnf.fr/ark:/12148/cb30719919v","monographie","texte imprimé","Mélanges inédits de littérature de J.-B. de La Harpe, recueillis par J.-B. Salgues ; pouvant servir de suite au Cours de littérature","La Harpe, Jean François de (1739-1803). Auteur du texte","Salgues, Jacques-Barthélemy (1760-1830). Éditeur scientifique","J.-H. Chaumerot (Paris)","1810","","","fre | français | ","In-8° , VIII-403 p.","8° , VIII-403 p.","https://gallica.bnf.fr/ark:/12148/bpt6k6476972j"
"455","http://catalogue.bnf.fr/ark:/12148/cb30720084v","monographie","texte imprimé","Sections de Paris, prenez-y garde . Discours prononcé dans la section de la butte des Moulins","La Harpe, Jean François de (1739-1803). Auteur du texte","","impr. de J.-M. Chevet (Paris)","1795","","","fre | français | ","15 p. ; in-8","15 p.","https://gallica.bnf.fr/ark:/12148/bpt6k62704267"
"456","http://catalogue.bnf.fr/ark:/12148/cb30719976p","monographie","texte imprimé","Eloge de Racine , par M. de La Harpe.","La Harpe, Jean François de (1739-1803). Auteur du texte","","Lacombe (Amsterdam)","1772","","Racine, Jean (1639-1699)","fre | français | ","[4]-99 p. ; in-8","4]-99 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5809876m"
"457","http://catalogue.bnf.fr/ark:/12148/cb35942227h","monographie","texte imprimé","L'Aléthophile, ou l'Ami de la vérité","La Harpe, Jean François de (1739-1803). Auteur du texte","","A Amsterdam [i.e. Paris]. M.D.CC.LVIII","1758","","","fre | français | ","33 p. ; in-12","33 p.","https://gallica.bnf.fr/ark:/12148/bpt6k108895v"
"458","http://catalogue.bnf.fr/ark:/12148/cb307199264","monographie","texte imprimé","Abrégé du cours de littérature de J.-F. de La Harpe, ou Précis des jugemens de ce critique célèbre sur des écrivains anciens et modernes ... Extrait non seulement du Cours de littérature, mais encore des différents articles insérés dans le Mercure et autres écrits... Publié par René Périn...","La Harpe, Jean François de (1739-1803). Auteur du texte","Perin, René (1774-1858). Éditeur scientifique","C. Painparré (Paris)","1821","","","fre | français | ","2 vol. (VI-416-[1], 451 p.) ; in-12","2 vol. (VI-416-[1], 451 p.","https://gallica.bnf.fr/ark:/12148/bpt6k3413918j | https://gallica.bnf.fr/ark:/12148/bpt6k34139107"
"459","http://catalogue.bnf.fr/ark:/12148/cb30719983z","monographie","texte imprimé","Aux manes de Voltaire, dithyrambe qui a remporté le prix au jugement de l'Académie franc̜oise en 1779","La Harpe, Jean François de (1739-1803). Auteur du texte","","A Paris, chez Demonville. M.DCC.LXXIX","1779","","","fre | français | ","16 p. ; in-8","16 p.","https://gallica.bnf.fr/ark:/12148/bpt6k54269489"
"460","http://catalogue.bnf.fr/ark:/12148/cb30719924f","monographie","texte imprimé","Abrégé du cours de littérature ancienne et moderne de M. de Laharpe , avec des notes et additions, par J.-F. Rolland...","La Harpe, Jean François de (1739-1803). Auteur du texte","","L. Lefort (Lille)","1830","Comprend : I. Littérature ancienne ; II. Littérature moderne ; III. XVIIIe siècle","","fre | français | ","3 vol. (444, 404, 451 p., portr.) ; in-12","3 vol. (444, 404, 451 p.","https://gallica.bnf.fr/ark:/12148/bpt6k3413920m | https://gallica.bnf.fr/ark:/12148/bpt6k34139159 | https://gallica.bnf.fr/ark:/12148/bpt6k3413922f"
"461","http://catalogue.bnf.fr/ark:/12148/cb30719948f","monographie","texte imprimé","Réfutation du Livre de l'Esprit , prononcée au Lycée républicain, dans les séances des 26 et 29 mars et du 3 et 5 avril, par Jean-François Laharpe,...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Migneret (Paris)","1797","","","fre | français | ","162 p. ; in-8","162 p.","https://gallica.bnf.fr/ark:/12148/bpt6k678990"
"462","http://catalogue.bnf.fr/ark:/12148/cb33995409m","monographie","texte imprimé","Correspondance littéraire, adressée à Son Altesse Impériale Mgr le grand-duc, aujourd'hui Empereur de Russie, et à M. le Cte André Schowalow,... depuis 1774 jusqu'à 1789 (2e éd.) par Jean-François Laharpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Migneret (Paris)","1804-1807","","","fre | français | ","6 vol. ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k2053483 | https://gallica.bnf.fr/ark:/12148/bpt6k205349g | https://gallica.bnf.fr/ark:/12148/bpt6k205350d | https://gallica.bnf.fr/ark:/12148/bpt6k205351s | https://gallica.bnf.fr/ark:/12148/bpt6k2053525 | https://gallica.bnf.fr/ark:/12148/bpt6k205353j"
"463","http://catalogue.bnf.fr/ark:/12148/cb30720016c","monographie","texte imprimé","Le Comte de Warwik [sic], tragédie par M. de La Harpe, représentée pour la première fois par les Comédiens françois ordinaires du Roi, le 7 novembre 1763","La Harpe, Jean François de (1739-1803). Auteur du texte","","Duchesne (Paris)","1764","","","fre | français | ","In-8° , 80 p.","8° , 80 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5459398w"
"464","http://catalogue.bnf.fr/ark:/12148/cb30719915g","monographie","texte imprimé","Lycée, ou Cours de littérature ancienne et moderne / par J. F. La Harpe,...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Didier (Paris)","1834","","Littérature française | Littérature antique | ","fre | français | ","3 t. en 2 vol. (X-936, 1010 p.) : portr. ; 25 cm","3 t. en 2 vol. (X-936, 1010 p.","https://gallica.bnf.fr/ark:/12148/bd6t57377478 | https://gallica.bnf.fr/ark:/12148/bpt6k62143875 | https://gallica.bnf.fr/ark:/12148/bpt6k6214388k"
"465","http://catalogue.bnf.fr/ark:/12148/cb32339303t","monographie","texte imprimé","Réponse d'Horace à M. de V**","La Harpe, Jean François de (1739-1803). Auteur du texte","","[S. l., ca 1790]","1790","","","fre | français | ","29 p. ; in-8","29 p.","https://gallica.bnf.fr/ark:/12148/bpt6k5493105s"
"466","http://catalogue.bnf.fr/ark:/12148/cb30720051w","monographie","texte imprimé","Les Muses rivales, en 1 acte et en vers libres, représentées pour la 1re fois, par les Comédiens français, le 1er février 1779. Par M. de La Harpe,...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Pissot (Paris)","1779","","","fre | français | ","In-8° , 31 p.","8° , 31 p.","https://gallica.bnf.fr/ark:/12148/bpt6k58324490"
"467","http://catalogue.bnf.fr/ark:/12148/cb35377543c","monographie","texte imprimé","De la philosophie du XVIIIe siècle ([Reprod. enf ac-sim.]) J.-F. La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Slatkine (Genève)","1825-1826","","Philosophie -- 18e siècle","fre | français | ","2 vol. (434, 509 p.) ; 22 cm","2 vol. (434, 509 p.","https://gallica.bnf.fr/ark:/12148/bpt6k8269j"
"468","http://catalogue.bnf.fr/ark:/12148/cb30719873c","monographie","texte imprimé","Oeuvres choisies et posthumes de M. de La Harpe,... [Publié par Petitot.]","La Harpe, Jean François de (1739-1803). Auteur du texte","","Migneret (Paris)","1806","Comprend : I. le Comte de Warwick. Mélanie. Jeanne de Naples. Philoctète. Coriolan. Virginie ; II. Molière à la nouvelle salle. Extraits des pièces de théâtre. Jérusalem délivrée. La Pharsale. Épilogue aux mânes de Lucain ; III. Discours en vers. Tangu et Félime. Épîtres et pièces diverses. Discours académiques ; IV. Précis historique sur le prince Menzicoff. Fragments de l'Apologie de la religion. Imitations en vers de deux psaumes","","fre | français | ","4 vol. in-8° , portr.",NA,"https://gallica.bnf.fr/ark:/12148/btv1b8626429t | https://gallica.bnf.fr/ark:/12148/btv1b8626430g | https://gallica.bnf.fr/ark:/12148/btv1b8626428d | https://gallica.bnf.fr/ark:/12148/btv1b86264270"
"469","http://catalogue.bnf.fr/ark:/12148/cb30719880n","monographie","texte imprimé","Bibliothèque générale des voyages [par J.-F. de La Harpe], contenant la relation de tous les voyages intéressans entrepris depuis 1400 jusqu'à nos jours...","La Harpe, Jean François de (1739-1803). Auteur du texte","","Audin (Paris)","1829-1830","","","fre | français | ","In-12",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k65744444 | https://gallica.bnf.fr/ark:/12148/bpt6k65748841 | https://gallica.bnf.fr/ark:/12148/bpt6k6574897n | https://gallica.bnf.fr/ark:/12148/bpt6k65750212 | https://gallica.bnf.fr/ark:/12148/bpt6k6576185n | https://gallica.bnf.fr/ark:/12148/bpt6k6576010k | https://gallica.bnf.fr/ark:/12148/bpt6k6575232j | https://gallica.bnf.fr/ark:/12148/bpt6k65762850 | https://gallica.bnf.fr/ark:/12148/bpt6k6576162n | https://gallica.bnf.fr/ark:/12148/bpt6k65765517 | https://gallica.bnf.fr/ark:/12148/bpt6k6582767t"
"470","http://catalogue.bnf.fr/ark:/12148/cb37250567c","monographie","texte imprimé","Abrégé de l'histoire générale des voyages , par J.-F. La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Ménard et Desenne, fils (Paris)","1825","Collection : Bibliothèque française","Voyages -- Histoire","fre | français | ","30 vol. : grav. ; 14 cm",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k288146 | https://gallica.bnf.fr/ark:/12148/bpt6k28815j | https://gallica.bnf.fr/ark:/12148/bpt6k28816w | https://gallica.bnf.fr/ark:/12148/bpt6k288177 | https://gallica.bnf.fr/ark:/12148/bpt6k28818k | https://gallica.bnf.fr/ark:/12148/bpt6k28819x | https://gallica.bnf.fr/ark:/12148/bpt6k288204 | https://gallica.bnf.fr/ark:/12148/bpt6k28821g | https://gallica.bnf.fr/ark:/12148/bpt6k28822t | https://gallica.bnf.fr/ark:/12148/bpt6k288235 | https://gallica.bnf.fr/ark:/12148/bpt6k28824h | https://gallica.bnf.fr/ark:/12148/bpt6k28825v | https://gallica.bnf.fr/ark:/12148/bpt6k288266 | https://gallica.bnf.fr/ark:/12148/bpt6k28827j | https://gallica.bnf.fr/ark:/12148/bpt6k28828w | https://gallica.bnf.fr/ark:/12148/bpt6k288297 | https://gallica.bnf.fr/ark:/12148/bpt6k28830f | https://gallica.bnf.fr/ark:/12148/bpt6k28831s | https://gallica.bnf.fr/ark:/12148/bpt6k288324 | https://gallica.bnf.fr/ark:/12148/bpt6k28833g | https://gallica.bnf.fr/ark:/12148/bpt6k28834t | https://gallica.bnf.fr/ark:/12148/bpt6k288355 | https://gallica.bnf.fr/ark:/12148/bpt6k28836h | https://gallica.bnf.fr/ark:/12148/bpt6k28837v | https://gallica.bnf.fr/ark:/12148/bpt6k288386 | https://gallica.bnf.fr/ark:/12148/bpt6k28839j | https://gallica.bnf.fr/ark:/12148/bpt6k28840r | https://gallica.bnf.fr/ark:/12148/bpt6k288413 | https://gallica.bnf.fr/ark:/12148/bpt6k28842f | https://gallica.bnf.fr/ark:/12148/bpt6k28843s"
"471","http://catalogue.bnf.fr/ark:/12148/cb307198930","monographie","texte imprimé","Lycée, ou Cours de littérature ancienne et moderne / par J.-F. La Harpe","La Harpe, Jean François de (1739-1803). Auteur du texte","","Depelafol (Paris)","1825","Comprend : I. Anciens. Livre Ier. Poésie ; II. Anciens. Livre Ier. Poésie (suite). Livre II. Éloquence ; III (1re partie). Anciens. Livre II (suite). Livre III. Histoire ; III (2e partie). Anciens. Livre III. (suite). Histoire, philosophie et littérature ; IV. Introduction, ou Discours sur l'état des lettres en Europe depuis la fin du siècle qui a suivi celui d'Auguste jusqu'au règne de Louis XIV. - Siècle de Louis XIV. Livre Ier. Poésie. Théâtre ; V. Siècle de Louis XIV. Livre Ier. Théâtre (suite) ; VI. Siècle de Louis XIV. Livre Ier. Poésie ; VII. Siècle de Louis XIV. Livre II. Éloquence, histoire, philosophie, littérature ; VIII. XVIIIe siècle. Introduction. De la Guerre déclarée par les tyrans révolutionnaires à la raison, à la morale, aux lettres et aux arts. Livre Ier. Poésie ; IX-X. XVIIIe siècle. Voltaire ; XI (1re partie). XVIIIe siècle. Tragiques d'un ordre inférieur ; XI (2e partie). XVIIIe siècle. Comédie ; XII. XVIIIe siècle. De l'opéra ; de l'opéra-comique ; XIII. XVIIIe siècle. Poésie ; XIV. XVIIIe siècle. Éloquence, histoire, romans, littérature ; XV. XVIIIe siècle. Philosophes. Sophistes ; XVI (1re partie). Diderot. - Fragments ; XVI (2e partie). Plan d'éducation. Table. Notice sur la vie de La Harpe. Fragments d'une apologie de la religion","","fre | français | ","14 vol. ; in-8",NA,"https://gallica.bnf.fr/ark:/12148/bpt6k202728t | https://gallica.bnf.fr/ark:/12148/bpt6k2027296 | https://gallica.bnf.fr/ark:/12148/bpt6k2027304 | https://gallica.bnf.fr/ark:/12148/bpt6k202731h | https://gallica.bnf.fr/ark:/12148/bpt6k202732w | https://gallica.bnf.fr/ark:/12148/bpt6k2027338 | https://gallica.bnf.fr/ark:/12148/bpt6k202734n | https://gallica.bnf.fr/ark:/12148/bpt6k2027351 | https://gallica.bnf.fr/ark:/12148/bpt6k202736d | https://gallica.bnf.fr/ark:/12148/bpt6k202737s | https://gallica.bnf.fr/ark:/12148/bpt6k202739j | https://gallica.bnf.fr/ark:/12148/bpt6k202740g | https://gallica.bnf.fr/ark:/12148/bpt6k202741v | https://gallica.bnf.fr/ark:/12148/bpt6k2027427"
"472","http://catalogue.bnf.fr/ark:/12148/cb307199500","monographie","texte imprimé","Commentaire sur le théâtre de Voltaire , par M. de La Harpe, imprimé d'après le manuscrit autographe... recueilli et publié par *** [Decroix]","La Harpe, Jean François de (1739-1803). Auteur du texte","Decroix, Jacques-Joseph-Marie (1746-1826). Éditeur scientifique | Voltaire (1694-1778). Auteur ou responsable intellectuel | ","Maradan (Paris)","1814","","","fre | français | ","XIII-511 p. ; in-8","511 p.","https://gallica.bnf.fr/ark:/12148/bpt6k864485"
