	id	link_bnf	link_gallica	author_short	selected_for_galerie	title	date	format	author	contributors	editors	description	subject	notes	title_short	filename
208	260	http://catalogue.bnf.fr/ark:/12148/cb36441282p	https://gallica.bnf.fr/ark:/12148/bpt6k6261026w	Desmoulins		aux citoyens des départemens, sur l'insurrection du 31 mai.	1793	"[2]-16 p. ; in-8"	Desmoulins, Camille (1760-1794). Auteur du texte	Société des amis de la Constitution (Paris). Éditeur scientifique	(A Troyes, de l'Imprimerie de Sainton, rue du Temple [1793].)		Paris (France) (1789-1799, Révolution)		aux citoyens des départemens, sur l'insurrection	../corpus_raw/Desmoulins_260.txt
209	261	http://catalogue.bnf.fr/ark:/12148/cb372423104	https://gallica.bnf.fr/ark:/12148/bpt6k434567	Ducrest		Mémoire sur l'impôt, considéré dans ses rapports avec la constitution ([Reprod.]) par Charles-Louis Ducrest,...	1791	"3 microfiches ; 105*148 mm"	Ducrest, Charles-Louis (1747-1824). Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 10.1.362"	Impôt -- France		Mémoire sur l'impôt, considéré dans ses	../corpus_raw/Ducrest_261.txt
210	265	http://catalogue.bnf.fr/ark:/12148/cb30366551v	https://gallica.bnf.fr/ark:/12148/bpt6k5865043w	Ducrest	yes	Traité de la monarchie absolue et des véritables moyens pour opérer la libération de la France, garantir l'intégrité de son territoire et assurer le bonheur du peuple, par M. le Mis Ducrest,...	1816	In-8° , 315 p.	Ducrest, Charles-Louis (1747-1824). Auteur du texte		au Bureau polymathique (Paris)				Traité de la monarchie absolue et	../corpus_raw/Ducrest_265.txt
211	262	http://catalogue.bnf.fr/ark:/12148/cb372623665	https://gallica.bnf.fr/ark:/12148/bpt6k478925	Ducrest		Mémoire sur la meilleure manière de faire les élections dans une grande assemblée, et de ramener les opinions à une seule ([Reprod.]) par M. le marquis Ducrest	1789	"1 microfiche ; 105*148 mm"	Ducrest, Charles-Louis. Auteur du texte		Pergamon press	"Collection : Les archives de la Révolution française ; 5.967"			Mémoire sur la meilleure manière de	../corpus_raw/Ducrest_262.txt
212	267	http://catalogue.bnf.fr/ark:/12148/cb30378301f	https://gallica.bnf.fr/ark:/12148/bpt6k94540d	Dupaty		Lettres sur la procédure criminelle de la France : dans lesquelles on montre sa conformité avec celle de l'Inquisition et les abus qui en résultent / [par C.-M.-J.-B. Mercier Dupaty]	1788	"177 p. ; in-8"	Dupaty, Charles-Marguerite-Jean-Baptiste Mercier (1746-1788). Auteur du texte		[s.n.] (En France)		Procédure pénale -- France -- 18e siècle		Lettres sur la procédure criminelle de	../corpus_raw/Dupaty_267.txt
213	268	http://catalogue.bnf.fr/ark:/12148/cb334572718	https://gallica.bnf.fr/ark:/12148/bpt6k208285v | https://gallica.bnf.fr/ark:/12148/bpt6k2082867	Dupaty		Lettres sur l'Italie en 1785 / [Dupaty]	1788	"2 vol. ; in-8"	Dupaty, Charles-Marguerite-Jean-Baptiste Mercier (1746-1788). Auteur du texte		De Senne (Paris)		Récits de voyages -- Italie -- 18e siècle		Lettres sur l'Italie en 1785 /	../corpus_raw/Dupaty_268.txt
214	271	http://catalogue.bnf.fr/ark:/12148/cb30388138f	https://gallica.bnf.fr/ark:/12148/bpt6k3114112	Dusaulx	yes	"De la passion du jeu, depuis les temps anciens jusqu'à nos jours ; par M. Dusaulx,..."	1779	"2 parties en 1 vol. (XXXVI-267-[4]-355 p.) ; in-8"	Dusaulx, Jean (1728-1799). Auteur du texte		A Paris, de l'imprimerie de Monsieur et se trouve chez N. L. Moutard. MDCCLXXIX		Jeu, Histoire, Origine-1779		De la passion du jeu, depuis	../corpus_raw/Dusaulx_271.txt
215	272	http://catalogue.bnf.fr/ark:/12148/cb303881311	https://gallica.bnf.fr/ark:/12148/bpt6k132083b	Dusaulx		Les Douze représentans du peuple détenus à Port-Libre, à leurs collègues siégeans à la Convention nationale et à tous les citoyens français		"28 p. ; in-8"	Dusaulx, Jean (1728-1799). Auteur du texte		[s.n.]		France (1792-1795)		Les Douze représentans du peuple détenus	../corpus_raw/Dusaulx_272.txt
216	273	http://catalogue.bnf.fr/ark:/12148/cb30388130p	https://gallica.bnf.fr/ark:/12148/bpt6k1519248z	Dusaulx		Discours prononcé dans l'Assemblée nationale, par M. Dusaulx, l'un des commissaires du comité de la Bastille, et présenté par MM. les volontaires de la Bastille.	1790	"14 p. ; in-8"	Dusaulx, Jean (1728-1799). Auteur du texte		[S.l., 1790]		France (1774-1792, Louis XVI)		Discours prononcé dans l'Assemblée nationale, par	../corpus_raw/Dusaulx_273.txt
217	274	http://catalogue.bnf.fr/ark:/12148/cb44927836w	https://gallica.bnf.fr/ark:/12148/bpt6k5340256w	Dusaulx	yes	Voyage à Barège et dans les Hautes-Pyrénées fait en 1788 par J. Dusaulx suivi de : Préface de ma traduction de Juvenal imprimée chez Didot le Jeune en 1796	1796	"2 tomes en 1 vol. ; in-8°"	Dusaulx, Jean (1728-1799). Auteur du texte		Impr. de Didot jeune (Paris)		Récits de voyages -- Hautes-Pyrénées (France) | Barèges (Hautes-Pyrénées, France) | Hautes-Pyrénées (France) | Barèges (Hautes-Pyrénées, France) | Hautes-Pyrénées (France) |		Voyage à Barège et dans les	../corpus_raw/Dusaulx_274.txt
218	275	http://catalogue.bnf.fr/ark:/12148/cb30388132c	https://gallica.bnf.fr/ark:/12148/bpt6k9779079m	Dusaulx	yes	"De l'Insurrection parisienne, et de la prise de la Bastille ; discours historique, prononcé par extrait dans l'Assemblée nationale, par M. Dusaulx, de l'Académie des belles-lettres, l'un des électeurs réunis le 14 juillet 1789, représentant de la commune de Paris, et l'un des commissaires actuels du comité de la Bastille."	1790	"XVI-269-[3] p. ; in-8"	Dusaulx, Jean (1728-1799). Auteur du texte		A Paris, chez Debure l'aîné, libraire, rue Serpente, Hôtel Ferrand, n°. 6. M. DCC. XC.		France (1774-1792, Louis XVI)		De l'Insurrection parisienne, et de la	../corpus_raw/Dusaulx_275.txt
219	276	http://catalogue.bnf.fr/ark:/12148/cb37239942w	https://gallica.bnf.fr/ark:/12148/bpt6k44944v	Eprémesnil		Observations de M. d'Epremesnil, sur un sujet très important ([Reprod.])	1790	"1 microfiche ; 105*148 mm"	Eprémesnil, Jean-Jacques Duval d' (1745-1794). Auteur du texte		Pergamon press	"Collection : Les archives de la Révolution française ; 5.66"			Observations de M. d'Epremesnil, sur un	../corpus_raw/Eprémesnil_276.txt
220	277	http://catalogue.bnf.fr/ark:/12148/cb372607941	https://gallica.bnf.fr/ark:/12148/bpt6k47094n	Eprémesnil		Discours de M. d'Eprémesnil, au moment où il s'est remis entre les mains de M. d'Agout ([Reprod.])	179	"1 microfiche ; 105*148 mm"	Eprémesnil, Jean-Jacques Duval d' (1745-1794). Auteur du texte		Pergamon press	"Collection : Les archives de la Révolution française ; 5.154"			Discours de M. d'Eprémesnil, au moment	../corpus_raw/Eprémesnil_277.txt
221	278	http://catalogue.bnf.fr/ark:/12148/cb37260946q	https://gallica.bnf.fr/ark:/12148/bpt6k47361h	Eprémesnil		Réflexions d'un magistrat, sur la question du nombre, et celle de l'opinion par ordre ou par tête ([Reprod.]) [Jean Eprémesnil]	1788	"1 microfiche ; 105*148 mm"	Eprémesnil, Jean-Jacques Duval d' (1745-1794). Auteur du texte		Pergamon press	"Collection : Les archives de la Révolution française ; 5.425"			Réflexions d'un magistrat, sur la question	../corpus_raw/Eprémesnil_278.txt
222	279	http://catalogue.bnf.fr/ark:/12148/cb30402166r	https://gallica.bnf.fr/ark:/12148/bpt6k5790310k	Eprémesnil		"Réflexions sur les nouveaux décrets concernant les colonies ; par M. d'Eprémesnil."	1791	"[2]-6 p. ; in-8"	Eprémesnil, Jean-Jacques Duval d' (1745-1794). Auteur du texte		[S.l., 1791]				Réflexions sur les nouveaux décrets concernant	../corpus_raw/Eprémesnil_279.txt
223	280	http://catalogue.bnf.fr/ark:/12148/cb37246356d	https://gallica.bnf.fr/ark:/12148/bpt6k51849s	Eprémesnil		Protestation des députés de la noblesse de la prévôté et vicomté de Paris hors des murs, aux Etats-généraux, contre le décret du samedi soir 19 juin ([Reprod.]) [signé le président d'Ormesson]	1790	"1 microfiche ; 105*148 mm"	Eprémesnil, Jean-Jacques Duval d' (1745-1794). Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 7.144"	Noblesse -- France		Protestation des députés de la noblesse	../corpus_raw/Eprémesnil_280.txt
224	281	http://catalogue.bnf.fr/ark:/12148/cb36062991j	https://gallica.bnf.fr/ark:/12148/bpt6k84153f	Eprémesnil		Réflexions préliminaires, à l'occasion de la pièce intitulée, les Docteurs modernes , jouée sur le Théâtre italien, le seize novembre 1784	1784	"3-8 p. ; in-8"	Eprémesnil, Jean-Jacques Duval d' (1745-1794). Auteur du texte		[S. l., 1784]		Magnétisme animal		Réflexions préliminaires, à l'occasion de la	../corpus_raw/Eprémesnil_281.txt
225	282	http://catalogue.bnf.fr/ark:/12148/cb37262665n	https://gallica.bnf.fr/ark:/12148/bpt6k44235z	Garat		Instruction du ministre de l'intérieur, à ses concitoyens : sur les formalités à remplir pour participer aux secours décrétés les 26 novembre 1792 & 4 mai 1793 en faveur des parens des militaires & marins au service de la République ([Reprod.]) Garat	1793	"1 microfiche ; 105*148 mm"	Garat, Dominique Joseph (1749-1833). Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 11.1a.441"	Pensions militaires -- 1789-1815		Instruction du ministre de l'intérieur, à	../corpus_raw/Garat_282.txt
226	283	http://catalogue.bnf.fr/ark:/12148/cb44730035h	https://gallica.bnf.fr/ark:/12148/bpt6k10920809	Garat		"Éloge de Suger, Abbé de Saint-Denis, Ministre d'État, et Régent du Royaume, sous le règne de Louis le Jeune ; Discours qui a remporté le prix au jugement de l'Académie Françoise, en 1779. Par M. Garat, Avocat en Parlement / M. Garat"	1779	"p. [1], [1 bl.], [1], 4-48 (sig. A-C8 ) ; in-8° (23 cm)"	Garat, Dominique Joseph (1749-1833). Auteur du texte		Chez Demonville (A Paris)				Éloge de Suger, Abbé de Saint-Denis,	../corpus_raw/Garat_283.txt
227	284	http://catalogue.bnf.fr/ark:/12148/cb372398220	https://gallica.bnf.fr/ark:/12148/bpt6k44745n	Garat		Opinion de Garat, sur la résolution du 4 nivose an 7, relative aux prises maritimes : séance du 2 ventose an 7 ([Reprod.])	1799	"1 microfiche ; 105*148 mm"	Garat, Dominique Joseph (1749-1833). Auteur du texte		Maxwell	"Collection : Les archives de la Révolution française ; 11.396"	Art et science navals		Opinion de Garat, sur la résolution	../corpus_raw/Garat_284.txt
228	285	http://catalogue.bnf.fr/ark:/12148/cb30479947t	https://gallica.bnf.fr/ark:/12148/bpt6k63090793	Garat		Instruction du ministre de l'Intérieur, à ses concitoyens, sur les formalités à remplir pour participer aux secours décrétés les 26 novembre 1792 & 4 mai 1793, en faveur des parens des militaires & marins au service de la République.	1793	"8 p. ; in-4"	Garat, Dominique Joseph (1749-1833). Auteur du texte		(A Paris, de l'Imprimerie nationale exécutive du Louvre. M. DCC. XCIII.)		France (1792-1795)		Instruction du ministre de l'Intérieur, à	../corpus_raw/Garat_285.txt
229	286	http://catalogue.bnf.fr/ark:/12148/cb30479929w	https://gallica.bnf.fr/ark:/12148/bpt6k6266132h	Garat		Dominique-Joseph Garat a Henry-Larivière, membre du Conseil des Cinq-Cents.	1797	"2 p. ; in-8"	Garat, Dominique Joseph (1749-1833). Auteur du texte		[S.l., 1797]		France (1795-1799, Directoire)		Dominique-Joseph Garat a Henry-Larivière, membre du	../corpus_raw/Garat_286.txt
230	289	http://catalogue.bnf.fr/ark:/12148/cb30479950q	https://gallica.bnf.fr/ark:/12148/bpt6k1040568k	Garat		Mémoires sur la Révolution, ou Exposé de ma conduite dans les affaires et dans les fonctions publiques . D. J. Garat.	1794-1795	"XV-[1]-224 p. ; in-8"	Garat, Dominique Joseph (1749-1833). Auteur du texte		A Paris, de l'Imprimerie de J. J. Smits et Ce., rue des Marais, n°. 2, F. G. L'an III de la République [1794-1795].				Mémoires sur la Révolution, ou Exposé	../corpus_raw/Garat_289.txt
231	290	http://catalogue.bnf.fr/ark:/12148/cb37262768z	https://gallica.bnf.fr/ark:/12148/bpt6k46768s	Garat		Mémoires sur la Révolution ([Reprod.]) par D. J. Garat	1795	"3 microfiches ; 105*148 mm"	Garat, Dominique Joseph (1749-1833). Auteur du texte		Pergamon press	"Collection : Les archives de la Révolution française ; 2.49"	France -- 1789-1799 (Révolution)		Mémoires sur la Révolution ([Reprod.]) par	../corpus_raw/Garat_290.txt
232	291	http://catalogue.bnf.fr/ark:/12148/cb37242144w	https://gallica.bnf.fr/ark:/12148/bpt6k430324	Garat		Etat actuel du dépôt de mendicité de la généralité de Soissons, deuxième compte, année 1782 [et] troisième compte, année 1783 ([Reprod.]) [par M. D.-J. Garat]	179	"2 microfiches ; 105*148 mm"	Garat, Dominique Joseph (1749-1833). Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 9.5.117"	Mendicité -- Soissons (Aisne, France)		Etat actuel du dépôt de mendicité	../corpus_raw/Garat_291.txt
233	292	http://catalogue.bnf.fr/ark:/12148/cb30479944s	https://gallica.bnf.fr/ark:/12148/bpt6k5788201g | https://gallica.bnf.fr/ark:/12148/bpt6k64572116	Garat	yes	"Éloge de Suger, abbé de Saint-Denis, ministre d'Etat, et régent du royaume, sous le règne de Louis le Jeune ; discours qui a remporté le prix au jugement de l'Académie françoise, en 1779 . Par M. Garat, avocat en Parlement."	1779	"48 p. ; in-8"	Garat, Dominique Joseph (1749-1833). Auteur du texte		A Paris, chez Demonville, imprimeur-libraire de l'Académie françoise, rue S. Severin, aux Armes de Dombes. M. DCC. LXXIX.		Suger		Éloge de Suger, abbé de Saint-Denis,	../corpus_raw/Garat_292.txt
234	293	http://catalogue.bnf.fr/ark:/12148/cb30479943f	https://gallica.bnf.fr/ark:/12148/bpt6k56234751	Garat	yes	Eloge de Michel de L'Hôpital, chancelier de France . Par M. Garat.	1778	"94 p. ; in-8"	Garat, Dominique Joseph (1749-1833). Auteur du texte	Panseron, Pierre (1742-1803). Graveur	A Bruxelles, et se trouve a Paris, chez Demonville, imprimeur-libraire de l'Académie françoise, rue S. Severin, aux Armes de Dombes. M. DCC. LXXVIII.		L'Hôpital, de		Eloge de Michel de L'Hôpital, chancelier	../corpus_raw/Garat_293.txt
235	297	http://catalogue.bnf.fr/ark:/12148/cb304799783	https://gallica.bnf.fr/ark:/12148/bpt6k329681j	Garat		Discours prononcé par Garat,... après la lecture de la résolution sur la présentation au peuple des nouvelles lois fondamentales de la République . Séance du 23 frimaire an 8	1799	"6 p. ; in-8"	Garat, Dominique Joseph (1749-1833). Auteur du texte	France. Conseil des Anciens. Éditeur scientifique	Impr. nationale (Paris)				Discours prononcé par Garat,... après la	../corpus_raw/Garat_297.txt
236	299	http://catalogue.bnf.fr/ark:/12148/cb372412458	https://gallica.bnf.fr/ark:/12148/bpt6k57169x	Mme Genlis		Alphonse et Dalinde, ou La féerie de l'art et de la nature : conte moral ([Reprod.]) [S. F. Genlis]	1797-1798	"3 microfiches ; 105*148 mm"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 12.1171"	Centre-Val de Loire (France) -- 1789-1799 (Révolution) -- Sources		Alphonse et Dalinde, ou La féerie	../corpus_raw/Mme Genlis_299.txt
237	340	http://catalogue.bnf.fr/ark:/12148/cb30495414x	https://gallica.bnf.fr/ark:/12148/bpt6k5806788j	Mme Genlis		"Les veillées du château / par Mme de Genlis ; précédé d'une notice par Léon Chauvin,..."	1902	"1 vol. (157 p.) : ill. ; gr. in-8"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte	Chauvin, Léon (1839-1906). Préfacier	E. Ardant (Limoges)				Les veillées du château / par	../corpus_raw/Mme Genlis_340.txt
238	369	http://catalogue.bnf.fr/ark:/12148/cb32156203w	https://gallica.bnf.fr/ark:/12148/bpt6k937061x	Mme Genlis		Mémoires de Mme la comtesse de Genlis	1925	"1 vol. (XV-319 p.) ; in-18"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		Albin Michel (Paris)	Collection : Collection pour les jeunes filles			Mémoires de Mme la comtesse de	../corpus_raw/Mme Genlis_369.txt
239	381	http://catalogue.bnf.fr/ark:/12148/cb30495654q	https://gallica.bnf.fr/ark:/12148/bpt6k1521832z	Mme Genlis		Herbier moral, ou Recueil de fables nouvelles et autres poésies fugitives, par Mme de Genlis		In-12, 199 p., pl.	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		Moutardier (Paris)				Herbier moral, ou Recueil de fables	../corpus_raw/Mme Genlis_381.txt
240	385	http://catalogue.bnf.fr/ark:/12148/cb304956494	https://gallica.bnf.fr/ark:/12148/bpt6k318725s	Mme Genlis	yes	Essais sur l'éducation des hommes et particulièrement des princes par les femmes pour servir de supplément aux Lettres sur l'éducation	1782	"55 p. ; in-8"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		Guillot (Paris)				Essais sur l'éducation des hommes et	../corpus_raw/Mme Genlis_385.txt
241	387	http://catalogue.bnf.fr/ark:/12148/cb304956881	https://gallica.bnf.fr/ark:/12148/bpt6k1523673t	Mme Genlis	yes	La Religion considérée comme l'unique base du bonheur et de la véritable philosophie,... par Mme la marquise de Sillery, ci-devant Mme la comtesse de Genlis	1787	In-8° , X-415-LXXVIII p.	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		Impr. polytype (Paris)				La Religion considérée comme l'unique base	../corpus_raw/Mme Genlis_387.txt
242	392	http://catalogue.bnf.fr/ark:/12148/cb30495456v	https://gallica.bnf.fr/ark:/12148/bpt6k9673816r	Mme Genlis		Les Jeux champêtres des enfants et de l'île des monstres, conte de fées, pour faire suite aux Veillées du château,... par Mme la Ctesse de Genlis...		In-12, XII-236 p., pl. enlum.	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		A. Marc (Paris)				Les Jeux champêtres des enfants et	../corpus_raw/Mme Genlis_392.txt
243	393	http://catalogue.bnf.fr/ark:/12148/cb304956432	https://gallica.bnf.fr/ark:/12148/bd6t5386475q	Mme Genlis	yes	Discours sur le luxe et sur l'hospitalité, considérés sous leurs rapports avec les moeurs & l'Education nationale . Par madame de Brulart	1791	"46 p. ; in-8"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		Onfroy (Paris)				Discours sur le luxe et sur	../corpus_raw/Mme Genlis_393.txt
244	396	http://catalogue.bnf.fr/ark:/12148/cb304956401	https://gallica.bnf.fr/ark:/12148/bpt6k3044208x	Mme Genlis	yes	"Discours sur l'éducation de M. le Dauphin et sur l'adoption ; par Mme de Brulart, ci-devant Mme de Sillery,..."	1790	"72 p., portr. gravé ; in-8"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		Onfroy (Paris) | Née de La Rochelle (Paris) |		France (1774-1792, Louis XVI)		Discours sur l'éducation de M. le	../corpus_raw/Mme Genlis_396.txt
245	397	http://catalogue.bnf.fr/ark:/12148/cb30495642q	https://gallica.bnf.fr/ark:/12148/bpt6k1518782d	Mme Genlis	yes	Discours sur la suppression des couvens de religieuses, et sur l'éducation publique des femmes . Par Mme de Brulart, ci-devant Mme de Sillery, gouvernante des enfans de la maison d'Orléans.	1790	"XXIV-84 p. ; in-8"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		A Paris, chez Onfroy, libraire, rue S. Victor. Née de La Rochelle, libraire, rue du Hurepoix, n°. 13. 1790.		France (1774-1792, Louis XVI)		Discours sur la suppression des couvens	../corpus_raw/Mme Genlis_397.txt
246	402	http://catalogue.bnf.fr/ark:/12148/cb304955982	https://gallica.bnf.fr/ark:/12148/bpt6k1512359x | https://gallica.bnf.fr/ark:/12148/bpt6k15122036 | https://gallica.bnf.fr/ark:/12148/bpt6k1512201c | https://gallica.bnf.fr/ark:/12148/bpt6k15123610	Mme Genlis		Théâtre à l'usage des jeunes personnes. Tome premier. [-quatrième.]	1779-1780	"4 vol. (522, [2] ; [4], 463, [1] ; [4], 435, [1] ; [4], 411, [1] p. )̊ ; in-8"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		A Paris, Chez Panckoucke. M. DCC. LXXIX. [- A Paris, Chez M. Lambert & F.J. Baudouin. M. DCC. LXXX.]				Théâtre à l'usage des jeunes personnes.	../corpus_raw/Mme Genlis_402.txt
247	408	http://catalogue.bnf.fr/ark:/12148/cb304954336	https://gallica.bnf.fr/ark:/12148/bpt6k1518756x	Mme Genlis		Six nouvelles morales et religieuses / par madame la comtesse de Genlis,...	175.-18..	"VIII-316 p.-[5] p. de pl. : pl. et titre gravés ; 17 cm"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		L. Janet (Paris) | M. Bossange (Londres) |				Six nouvelles morales et religieuses /	../corpus_raw/Mme Genlis_408.txt
248	411	http://catalogue.bnf.fr/ark:/12148/cb304954963	https://gallica.bnf.fr/ark:/12148/bpt6k2063983	Mme Genlis		Lettres inédites de Mme de Genlis à son fils adoptif Casimir Baecker (1802-1830) / publ. avec une introd. et des notes, d'après des documents nouveaux, par Henry Lapauze	1902	"XLVII-364 p. : fac-sim. ; in-8"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte	Lapauze, Henry (1867-1925). Éditeur scientifique. Préfacier	Plon-Nourrit (Paris)		Baecker, Casimir (1790-1864)		Lettres inédites de Mme de Genlis	../corpus_raw/Mme Genlis_411.txt
249	415	http://catalogue.bnf.fr/ark:/12148/cb41649688j	https://gallica.bnf.fr/ark:/12148/bpt6k15186162	Mme Genlis		Précis de la conduite de Madame de Genlis depuis la Révolution . Suivi d'une Lettre à M. de Chartres, et de Réflexions sur la critique	1796	"335 p. ; in-12"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte		A Hambourg, et se trouve à Paris, chez Cerioux, quai de Voltaire, n° 9 [1796]				Précis de la conduite de Madame	../corpus_raw/Mme Genlis_415.txt
250	416	http://catalogue.bnf.fr/ark:/12148/cb30495674b	https://gallica.bnf.fr/ark:/12148/bpt6k6183667t	Mme Genlis		"Mémoires de Mme de Genlis sur la cour, la ville et les salons de Paris / illustrés par Janet-Lange et V. Foulquier ; publiés avec le concours de Mme Georgette Ducrest"		"1 vol. (160 p.) : fig. ; gr. in-8"	Genlis, Stéphanie-Félicité Du Crest comtesse de (1746-1830). Auteur du texte	Janet-Lange (1815-1872). Illustrateur | Foulquier, Valentin (1822-1896). Illustrateur | Ducrest, Georgette. Éditeur scientifique |	G. Barba (Paris)	"Collection : Panthéon populaire illustré ; n° 70"			Mémoires de Mme de Genlis sur	../corpus_raw/Mme Genlis_416.txt
251	417	http://catalogue.bnf.fr/ark:/12148/cb305269415	https://gallica.bnf.fr/ark:/12148/bpt6k96196932	Gouges	yes	L'Esprit françois, ou Problème à résoudre sur le labyrinthe des divers complots , par Mme de Gouges	1792	In-8, VIII-32 p.	Gouges, Olympe de (1748-1793). Auteur du texte		Vve Duchesne (Paris)		France (1774-1792, Louis XVI)		L'Esprit françois, ou Problème à résoudre	../corpus_raw/Gouges_417.txt
252	418	http://catalogue.bnf.fr/ark:/12148/cb305269535	https://gallica.bnf.fr/ark:/12148/bpt6k9808815f	Gouges		Mirabeau aux Champs-Élisées . Comédie en un acte et en prose, par madame de Gouges...	1790-1795	"XXI-[ bl.]-46 p. ; in-8"	Gouges, Olympe de (1748-1793). Auteur du texte		Garnéry (Paris)				Mirabeau aux Champs-Élisées . Comédie en	../corpus_raw/Gouges_418.txt
253	421	http://catalogue.bnf.fr/ark:/12148/cb33453467m	https://gallica.bnf.fr/ark:/12148/bd6t5373198j	Gouges	yes	"Lettre au peuple, ou Projet d'une caisse patriotique ; par une citoyenne"	1788	"31 p., front. ; in-8"	Gouges, Olympe de (1748-1793). Auteur du texte		A Vienne, et se trouve à Paris, chez les marchands de nouveautés. 1788		France (1774-1792, Louis XVI)		Lettre au peuple, ou Projet d'une	../corpus_raw/Gouges_421.txt
254	423	http://catalogue.bnf.fr/ark:/12148/cb30526961s	https://gallica.bnf.fr/ark:/12148/bpt6k96226223	Gouges		Remarques patriotiques , par la citoyenne, auteur de la Lettre au peuple	1780-1800	"48 p.-1 p. de pl. ; in-8"	Gouges, Olympe de (1748-1793). Auteur du texte		[s.n.]		France (1774-1792, Louis XVI)		Remarques patriotiques , par la citoyenne,	../corpus_raw/Gouges_423.txt
255	426	http://catalogue.bnf.fr/ark:/12148/cb36057180p	https://gallica.bnf.fr/ark:/12148/bpt6k64848397 | https://gallica.bnf.fr/ark:/12148/bpt6k9629179b | https://gallica.bnf.fr/ark:/12148/bpt6k317906t	Gouges	yes	Les droits de la femme . A la Reine	1791	"24 p. ; in-8"	Gouges, Olympe de (1748-1793). Auteur du texte	"Marie-Antoinette (1755-1793 ; reine de France). Dédicataire"	[Paris, 1791]		France (1774-1792, Louis XVI)		Les droits de la femme .	../corpus_raw/Gouges_426.txt
256	478	http://catalogue.bnf.fr/ark:/12148/cb302389989	https://gallica.bnf.fr/ark:/12148/bpt6k6480741q	Laclos	yes	De la Monarchie et du républicanisme (par P.-A.-F. Choderlos de Laclos)	1791	In-8° , 20 p.	Choderlos de Laclos, Pierre-Ambroise-François (1741-1803). Auteur du texte		Impr. nationale (Paris)		NA		De la Monarchie et du républicanisme	../corpus_raw/Laclos_478.txt
257	480	http://catalogue.bnf.fr/ark:/12148/cb302389629	https://gallica.bnf.fr/ark:/12148/bpt6k63109521	Laclos	yes	Lettre à MM. de l'Académie françoise, sur l'éloge de M. le maréchal de Vauban, proposé pour sujet du prix d'éloquence de l'année 1787 (par P.-A.-F. Choderlos de Laclos)	1786	In-8° , 48 p.	Choderlos de Laclos, Pierre-Ambroise-François (1741-1803). Auteur du texte		"Durand neveu (Amsterdam ; et Paris)"		NA		Lettre à MM. de l'Académie françoise,	../corpus_raw/Laclos_480.txt
258	483	http://catalogue.bnf.fr/ark:/12148/cb372346289	https://gallica.bnf.fr/ark:/12148/bpt6k414573	Lacretelle		Sur le dix-huit brumaire : à Sieyès et à Bonaparte ([Reprod.]) par Lacretelle aîné	1799	"2 microfiches ; 105*148 mm"	Lacretelle, Pierre-Louis (1751-1824). Auteur du texte		Micro Graphix	"Collection : Les archives de la Révolution française ; 6.2.1968"	France -- 1799 (Coup d'état du 18 Brumaire)		Sur le dix-huit brumaire : à	../corpus_raw/Lacretelle_483.txt
259	485	http://catalogue.bnf.fr/ark:/12148/cb37261217f	https://gallica.bnf.fr/ark:/12148/bpt6k47487g	Lacretelle		De la convocation de la prochaine tenue des Etats généraux en France ([Reprod.]) par M. de Lacretelle	1788	"1 microfiche ; 105*148 mm"	Lacretelle, Pierre-Louis (1751-1824). Auteur du texte		Pergamon press	"Collection : Les archives de la Révolution française ; 5.553"	France. États généraux		De la convocation de la prochaine	../corpus_raw/Lacretelle_485.txt
260	486	http://catalogue.bnf.fr/ark:/12148/cb307102815	https://gallica.bnf.fr/ark:/12148/bpt6k6266408w	Lacretelle		Du système du gouvernement pendant la session actuelle et de l'affermissement de la constitution par la préférence de la réélection sur le tirage au sort pour les deux tiers conventionels . Par P.-L. Lacretelle aîné	1797	"2 fasc. en 1 vol. (195-[3]-41 p.) ; in-8"	Lacretelle, Pierre-Louis (1751-1824). Auteur du texte		Du Pont (Paris)				Du système du gouvernement pendant la	../corpus_raw/Lacretelle_486.txt
