id,link_bnf,link_gallica,author_short,selected_for_galerie,title,date,format,author,contributors,editors,description,subject,notes
450,http://catalogue.bnf.fr/ark:/12148/cb37244138f,https://gallica.bnf.fr/ark:/12148/bpt6k412388,La Harpe,,"Le salut public, ou La vérité dite à la Convention ([Reprod.]) par un homme libre [Laharpe]",1794-1795,1 microfiche ; 105*148 mm,"La Harpe, Jean François de (1739-1803). Auteur du texte",,Micro Graphix,Collection : Les archives de la Révolution française ; 6.2.1717,,
451,http://catalogue.bnf.fr/ark:/12148/cb30720020m,https://gallica.bnf.fr/ark:/12148/bpt6k5772649j,La Harpe,,"Le comte de Warwick , tragédie en cinq actes et en vers ; représentée, pour la première fois, le 7 novembre 1763",1814,XV-[1]-67 p. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte",,impr. de Michel (Brest),,,
452,http://catalogue.bnf.fr/ark:/12148/cb37235861x,https://gallica.bnf.fr/ark:/12148/bpt6k45263f,La Harpe,,"Du fanatisme dans la langue révolutionnaire, ou De la persécution suscitée par les barbares du dix-huitième siècle, contre la religion chrétienne et ses ministres ([Reprod.]) par Jean-François Laharpe",1797,2 microfiches ; 105*148 mm,"La Harpe, Jean François de (1739-1803). Auteur du texte",,Pergamon press,Collection : Les archives de la Révolution française ; 8.392,,
453,http://catalogue.bnf.fr/ark:/12148/cb307200151,https://gallica.bnf.fr/ark:/12148/bpt6k6124677v,La Harpe,,"Les Barmécides, tragédies en 5 actes et en vers, représentée pour la 1re fois, par les Comédiens français, le 11 juillet 1778. Par M. de La Harpe,...",1778,"In-8° , XVI-75 p.","La Harpe, Jean François de (1739-1803). Auteur du texte",,Pissot (Paris),,,
454,http://catalogue.bnf.fr/ark:/12148/cb30719919v,https://gallica.bnf.fr/ark:/12148/bpt6k6476972j,La Harpe,,"Mélanges inédits de littérature de J.-B. de La Harpe, recueillis par J.-B. Salgues ; pouvant servir de suite au Cours de littérature",1810,"In-8° , VIII-403 p.","La Harpe, Jean François de (1739-1803). Auteur du texte","Salgues, Jacques-Barthélemy (1760-1830). Éditeur scientifique",J.-H. Chaumerot (Paris),,,
455,http://catalogue.bnf.fr/ark:/12148/cb30720084v,https://gallica.bnf.fr/ark:/12148/bpt6k62704267,La Harpe,,"Sections de Paris, prenez-y garde . Discours prononcé dans la section de la butte des Moulins",1795,15 p. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte",,impr. de J.-M. Chevet (Paris),,,
456,http://catalogue.bnf.fr/ark:/12148/cb30719976p,https://gallica.bnf.fr/ark:/12148/bpt6k5809876m,La Harpe,,"Eloge de Racine , par M. de La Harpe.",1772,[4]-99 p. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte",,Lacombe (Amsterdam),,"Racine, Jean (1639-1699)",
457,http://catalogue.bnf.fr/ark:/12148/cb35942227h,https://gallica.bnf.fr/ark:/12148/bpt6k108895v,La Harpe,,"L'Aléthophile, ou l'Ami de la vérité",1758,33 p. ; in-12,"La Harpe, Jean François de (1739-1803). Auteur du texte",,A Amsterdam [i.e. Paris]. M.D.CC.LVIII,,,
458,http://catalogue.bnf.fr/ark:/12148/cb307199264,https://gallica.bnf.fr/ark:/12148/bpt6k3413918j | https://gallica.bnf.fr/ark:/12148/bpt6k34139107,La Harpe,,"Abrégé du cours de littérature de J.-F. de La Harpe, ou Précis des jugemens de ce critique célèbre sur des écrivains anciens et modernes ... Extrait non seulement du Cours de littérature, mais encore des différents articles insérés dans le Mercure et autres écrits... Publié par René Périn...",1821,"2 vol. (VI-416-[1], 451 p.) ; in-12","La Harpe, Jean François de (1739-1803). Auteur du texte","Perin, René (1774-1858). Éditeur scientifique",C. Painparré (Paris),,,
459,http://catalogue.bnf.fr/ark:/12148/cb30719983z,https://gallica.bnf.fr/ark:/12148/bpt6k54269489,La Harpe,,"Aux manes de Voltaire, dithyrambe qui a remporté le prix au jugement de l'Académie franc̜oise en 1779",1779,16 p. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte",,"A Paris, chez Demonville. M.DCC.LXXIX",,,
460,http://catalogue.bnf.fr/ark:/12148/cb30719924f,https://gallica.bnf.fr/ark:/12148/bpt6k3413920m | https://gallica.bnf.fr/ark:/12148/bpt6k34139159 | https://gallica.bnf.fr/ark:/12148/bpt6k3413922f,La Harpe,,"Abrégé du cours de littérature ancienne et moderne de M. de Laharpe , avec des notes et additions, par J.-F. Rolland...",1830,"3 vol. (444, 404, 451 p., portr.) ; in-12","La Harpe, Jean François de (1739-1803). Auteur du texte",,L. Lefort (Lille),Comprend : I. Littérature ancienne ; II. Littérature moderne ; III. XVIIIe siècle,,
461,http://catalogue.bnf.fr/ark:/12148/cb30719948f,https://gallica.bnf.fr/ark:/12148/bpt6k678990,La Harpe,,"Réfutation du Livre de l'Esprit , prononcée au Lycée républicain, dans les séances des 26 et 29 mars et du 3 et 5 avril, par Jean-François Laharpe,...",1797,162 p. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte",,Migneret (Paris),,,
462,http://catalogue.bnf.fr/ark:/12148/cb33995409m,https://gallica.bnf.fr/ark:/12148/bpt6k2053483 | https://gallica.bnf.fr/ark:/12148/bpt6k205349g | https://gallica.bnf.fr/ark:/12148/bpt6k205350d | https://gallica.bnf.fr/ark:/12148/bpt6k205351s | https://gallica.bnf.fr/ark:/12148/bpt6k2053525 | https://gallica.bnf.fr/ark:/12148/bpt6k205353j,La Harpe,,"Correspondance littéraire, adressée à Son Altesse Impériale Mgr le grand-duc, aujourd'hui Empereur de Russie, et à M. le Cte André Schowalow,... depuis 1774 jusqu'à 1789 (2e éd.) par Jean-François Laharpe",1804-1807,6 vol. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte",,Migneret (Paris),,,
463,http://catalogue.bnf.fr/ark:/12148/cb30720016c,https://gallica.bnf.fr/ark:/12148/bpt6k5459398w,La Harpe,,"Le Comte de Warwik [sic], tragédie par M. de La Harpe, représentée pour la première fois par les Comédiens françois ordinaires du Roi, le 7 novembre 1763",1764,"In-8° , 80 p.","La Harpe, Jean François de (1739-1803). Auteur du texte",,Duchesne (Paris),,,
464,http://catalogue.bnf.fr/ark:/12148/cb30719915g,https://gallica.bnf.fr/ark:/12148/bd6t57377478 | https://gallica.bnf.fr/ark:/12148/bpt6k62143875 | https://gallica.bnf.fr/ark:/12148/bpt6k6214388k,La Harpe,,"Lycée, ou Cours de littérature ancienne et moderne / par J. F. La Harpe,...",1834,"3 t. en 2 vol. (X-936, 1010 p.) : portr. ; 25 cm","La Harpe, Jean François de (1739-1803). Auteur du texte",,Didier (Paris),,Littérature française | Littérature antique |,
465,http://catalogue.bnf.fr/ark:/12148/cb32339303t,https://gallica.bnf.fr/ark:/12148/bpt6k5493105s,La Harpe,,Réponse d'Horace à M. de V**,1790,29 p. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte",,"[S. l., ca 1790]",,,
466,http://catalogue.bnf.fr/ark:/12148/cb30720051w,https://gallica.bnf.fr/ark:/12148/bpt6k58324490,La Harpe,,"Les Muses rivales, en 1 acte et en vers libres, représentées pour la 1re fois, par les Comédiens français, le 1er février 1779. Par M. de La Harpe,...",1779,"In-8° , 31 p.","La Harpe, Jean François de (1739-1803). Auteur du texte",,Pissot (Paris),,,
467,http://catalogue.bnf.fr/ark:/12148/cb35377543c,https://gallica.bnf.fr/ark:/12148/bpt6k8269j,La Harpe,,De la philosophie du XVIIIe siècle ([Reprod. enf ac-sim.]) J.-F. La Harpe,1825-1826,"2 vol. (434, 509 p.) ; 22 cm","La Harpe, Jean François de (1739-1803). Auteur du texte",,Slatkine (Genève),,Philosophie -- 18e siècle,
468,http://catalogue.bnf.fr/ark:/12148/cb30719873c,https://gallica.bnf.fr/ark:/12148/btv1b8626429t | https://gallica.bnf.fr/ark:/12148/btv1b8626430g | https://gallica.bnf.fr/ark:/12148/btv1b8626428d | https://gallica.bnf.fr/ark:/12148/btv1b86264270,La Harpe,,"Oeuvres choisies et posthumes de M. de La Harpe,... [Publié par Petitot.]",1806,"4 vol. in-8° , portr.","La Harpe, Jean François de (1739-1803). Auteur du texte",,Migneret (Paris),Comprend : I. le Comte de Warwick. Mélanie. Jeanne de Naples. Philoctète. Coriolan. Virginie ; II. Molière à la nouvelle salle. Extraits des pièces de théâtre. Jérusalem délivrée. La Pharsale. Épilogue aux mânes de Lucain ; III. Discours en vers. Tangu et Félime. Épîtres et pièces diverses. Discours académiques ; IV. Précis historique sur le prince Menzicoff. Fragments de l'Apologie de la religion. Imitations en vers de deux psaumes,,
469,http://catalogue.bnf.fr/ark:/12148/cb30719880n,https://gallica.bnf.fr/ark:/12148/bpt6k65744444 | https://gallica.bnf.fr/ark:/12148/bpt6k65748841 | https://gallica.bnf.fr/ark:/12148/bpt6k6574897n | https://gallica.bnf.fr/ark:/12148/bpt6k65750212 | https://gallica.bnf.fr/ark:/12148/bpt6k6576185n | https://gallica.bnf.fr/ark:/12148/bpt6k6576010k | https://gallica.bnf.fr/ark:/12148/bpt6k6575232j | https://gallica.bnf.fr/ark:/12148/bpt6k65762850 | https://gallica.bnf.fr/ark:/12148/bpt6k6576162n | https://gallica.bnf.fr/ark:/12148/bpt6k65765517 | https://gallica.bnf.fr/ark:/12148/bpt6k6582767t,La Harpe,,"Bibliothèque générale des voyages [par J.-F. de La Harpe], contenant la relation de tous les voyages intéressans entrepris depuis 1400 jusqu'à nos jours...",1829-1830,In-12,"La Harpe, Jean François de (1739-1803). Auteur du texte",,Audin (Paris),,,
470,http://catalogue.bnf.fr/ark:/12148/cb37250567c,https://gallica.bnf.fr/ark:/12148/bpt6k288146 | https://gallica.bnf.fr/ark:/12148/bpt6k28815j | https://gallica.bnf.fr/ark:/12148/bpt6k28816w | https://gallica.bnf.fr/ark:/12148/bpt6k288177 | https://gallica.bnf.fr/ark:/12148/bpt6k28818k | https://gallica.bnf.fr/ark:/12148/bpt6k28819x | https://gallica.bnf.fr/ark:/12148/bpt6k288204 | https://gallica.bnf.fr/ark:/12148/bpt6k28821g | https://gallica.bnf.fr/ark:/12148/bpt6k28822t | https://gallica.bnf.fr/ark:/12148/bpt6k288235 | https://gallica.bnf.fr/ark:/12148/bpt6k28824h | https://gallica.bnf.fr/ark:/12148/bpt6k28825v | https://gallica.bnf.fr/ark:/12148/bpt6k288266 | https://gallica.bnf.fr/ark:/12148/bpt6k28827j | https://gallica.bnf.fr/ark:/12148/bpt6k28828w | https://gallica.bnf.fr/ark:/12148/bpt6k288297 | https://gallica.bnf.fr/ark:/12148/bpt6k28830f | https://gallica.bnf.fr/ark:/12148/bpt6k28831s | https://gallica.bnf.fr/ark:/12148/bpt6k288324 | https://gallica.bnf.fr/ark:/12148/bpt6k28833g | https://gallica.bnf.fr/ark:/12148/bpt6k28834t | https://gallica.bnf.fr/ark:/12148/bpt6k288355 | https://gallica.bnf.fr/ark:/12148/bpt6k28836h | https://gallica.bnf.fr/ark:/12148/bpt6k28837v | https://gallica.bnf.fr/ark:/12148/bpt6k288386 | https://gallica.bnf.fr/ark:/12148/bpt6k28839j | https://gallica.bnf.fr/ark:/12148/bpt6k28840r | https://gallica.bnf.fr/ark:/12148/bpt6k288413 | https://gallica.bnf.fr/ark:/12148/bpt6k28842f | https://gallica.bnf.fr/ark:/12148/bpt6k28843s,La Harpe,,"Abrégé de l'histoire générale des voyages , par J.-F. La Harpe",1825,30 vol. : grav. ; 14 cm,"La Harpe, Jean François de (1739-1803). Auteur du texte",,"Ménard et Desenne, fils (Paris)",Collection : Bibliothèque française,Voyages -- Histoire,
471,http://catalogue.bnf.fr/ark:/12148/cb307198930,https://gallica.bnf.fr/ark:/12148/bpt6k202728t | https://gallica.bnf.fr/ark:/12148/bpt6k2027296 | https://gallica.bnf.fr/ark:/12148/bpt6k2027304 | https://gallica.bnf.fr/ark:/12148/bpt6k202731h | https://gallica.bnf.fr/ark:/12148/bpt6k202732w | https://gallica.bnf.fr/ark:/12148/bpt6k2027338 | https://gallica.bnf.fr/ark:/12148/bpt6k202734n | https://gallica.bnf.fr/ark:/12148/bpt6k2027351 | https://gallica.bnf.fr/ark:/12148/bpt6k202736d | https://gallica.bnf.fr/ark:/12148/bpt6k202737s | https://gallica.bnf.fr/ark:/12148/bpt6k202739j | https://gallica.bnf.fr/ark:/12148/bpt6k202740g | https://gallica.bnf.fr/ark:/12148/bpt6k202741v | https://gallica.bnf.fr/ark:/12148/bpt6k2027427,La Harpe,,"Lycée, ou Cours de littérature ancienne et moderne / par J.-F. La Harpe",1825,14 vol. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte",,Depelafol (Paris),,,
472,http://catalogue.bnf.fr/ark:/12148/cb307199500,https://gallica.bnf.fr/ark:/12148/bpt6k864485,La Harpe,,"Commentaire sur le théâtre de Voltaire , par M. de La Harpe, imprimé d'après le manuscrit autographe... recueilli et publié par *** [Decroix]",1814,XIII-511 p. ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte","Decroix, Jacques-Joseph-Marie (1746-1826). Éditeur scientifique | Voltaire (1694-1778). Auteur ou responsable intellectuel |",Maradan (Paris),,,
473,http://catalogue.bnf.fr/ark:/12148/cb307198752,https://gallica.bnf.fr/ark:/12148/bd6t5399800q | https://gallica.bnf.fr/ark:/12148/bd6t5394025f | https://gallica.bnf.fr/ark:/12148/bd6t5386609f | https://gallica.bnf.fr/ark:/12148/bd6t53866001 | https://gallica.bnf.fr/ark:/12148/bd6t5386601d | https://gallica.bnf.fr/ark:/12148/bd6t53866684 | https://gallica.bnf.fr/ark:/12148/bd6t5386667r | https://gallica.bnf.fr/ark:/12148/bd6t5386622g | https://gallica.bnf.fr/ark:/12148/bd6t5394011k | https://gallica.bnf.fr/ark:/12148/bd6t53865704 | https://gallica.bnf.fr/ark:/12148/bd6t5394007h | https://gallica.bnf.fr/ark:/12148/bd6t5386635z | https://gallica.bnf.fr/ark:/12148/bd6t5386619s | https://gallica.bnf.fr/ark:/12148/bd6t5386666c | https://gallica.bnf.fr/ark:/12148/bd6t5386618d,La Harpe,,"Oeuvres de La Harpe, de l'Académie fraçnçaise , accompagnées d'une notice sur sa vie et sur ses ouvrages",1820-1821,16 vol. : portr. et pl. gravés ; in-8,"La Harpe, Jean François de (1739-1803). Auteur du texte","Saint-Surin, Pierre Tiffon de (1768-1848). Éditeur scientifique",Verdière (Paris),"Comprend : I-II. Théâtre ; III. Poèmes ; IV. Éloges académiques ; V. Discours ; VI-VII. Les douze Césars, traduits de Suétone ; VIII. La Lusiade. La Jérusalem délivrée. La Pharsale, traduction libre et abrégée des livres I, II, VII, X ; IX. Psautier français ; X-XI, XIII. Correspondance littéraire. (Le t. XII mq.) ; XIV-XV. Littérature et critique ; XVI. Fragments de l'apologie de la religion",,
476,http://catalogue.bnf.fr/ark:/12148/cb30719876d,https://gallica.bnf.fr/ark:/12148/bpt6k15223989 | https://gallica.bnf.fr/ark:/12148/bpt6k15224584 | https://gallica.bnf.fr/ark:/12148/bpt6k1522402r | https://gallica.bnf.fr/ark:/12148/bpt6k1522436j | https://gallica.bnf.fr/ark:/12148/bpt6k15224302 | https://gallica.bnf.fr/ark:/12148/bpt6k15224280 | https://gallica.bnf.fr/ark:/12148/bpt6k1522432w | https://gallica.bnf.fr/ark:/12148/bpt6k1522434q | https://gallica.bnf.fr/ark:/12148/bpt6k1522424b | https://gallica.bnf.fr/ark:/12148/bpt6k1522422h | https://gallica.bnf.fr/ark:/12148/bpt6k15224265 | https://gallica.bnf.fr/ark:/12148/bpt6k1522420p | https://gallica.bnf.fr/ark:/12148/bpt6k1522416s | https://gallica.bnf.fr/ark:/12148/bpt6k15224109 | https://gallica.bnf.fr/ark:/12148/bpt6k1522414z | https://gallica.bnf.fr/ark:/12148/bpt6k1522418m | https://gallica.bnf.fr/ark:/12148/bpt6k15224124 | https://gallica.bnf.fr/ark:/12148/bpt6k1522406d | https://gallica.bnf.fr/ark:/12148/bpt6k15224087 | https://gallica.bnf.fr/ark:/12148/bpt6k1522404k | https://gallica.bnf.fr/ark:/12148/bpt6k1522400x | https://gallica.bnf.fr/ark:/12148/bpt6k1522326t | https://gallica.bnf.fr/ark:/12148/bpt6k15223366 | https://gallica.bnf.fr/ark:/12148/bpt6k1522438c | https://gallica.bnf.fr/ark:/12148/bpt6k15226901,La Harpe,,"Abrégé de l'Histoire générale des voyages [de A.-F. Prévost, A. Deleyre, A.-G. Meusnier de Querlon et Rousselet de Surgy], contenant ce qu'il y a de plus remarquable, de plus utile et de mieux avéré dans les pays où les voyageurs ont pénétré ; les moeurs des habitans, la religion, les usages, arts et sciences, commerce, manufactures... Par M. de La Harpe,... [Continué par Delpuech de Comeiras.]",1780-1786,"In-8° , pl. et cartes","La Harpe, Jean François de (1739-1803). Auteur du texte",,Hôtel de Thou (Laporte) (Paris),,,
474,http://catalogue.bnf.fr/ark:/12148/cb30887988t,https://gallica.bnf.fr/ark:/12148/bpt6k5813318v,Marmontel,,"La bergère des Alpes , pastorale en trois actes et en vers, mêlée de chants, par M. Marmontel de l'Académie françoise",1766,"56-4 p. : 4 p. de musique, frontisp. gravé d'après Gravelot ; in-8, in-12","Marmontel, Jean-François (1723-1799). Auteur du texte","Kohaut, Josef (1734-1777). Compositeur","A Paris, chez Merlin, libraire, rue de la Harpe, vis-à-vis la rue Poppée",,,
475,http://catalogue.bnf.fr/ark:/12148/cb30887809d,https://gallica.bnf.fr/ark:/12148/bpt6k1051592t | https://gallica.bnf.fr/ark:/12148/bpt6k1051594n | https://gallica.bnf.fr/ark:/12148/bpt6k1051596g | https://gallica.bnf.fr/ark:/12148/bpt6k6344836n | https://gallica.bnf.fr/ark:/12148/bpt6k1262652q | https://gallica.bnf.fr/ark:/12148/bpt6k1263806g,Marmontel,,"Contes moraux , par M. Marmontel,...",1765,"3 vol. (XVI-[2]-345 p.-[9] f. de pl., [4]-376 p.-[9] f. de pl., [8]-312 p.-[5] f. de pl.) ; in-8","Marmontel, Jean-François (1723-1799). Auteur du texte","Gravelot (1699-1773). Dessinateur du modèle | Cochin, Charles-Nicolas (1715-1790). Dessinateur du modèle | Saint-Aubin, Augustin de (1736-1807). Graveur |","A Paris, chez J. Merlin libraire, rue de la Harpe. M. DCC. LXV",,,
530,http://catalogue.bnf.fr/ark:/12148/cb308878876,https://gallica.bnf.fr/ark:/12148/bpt6k54149848,Marmontel,,"Vers sur la naissance de Mgr. le duc d'Aquitaine , par M. Marmontel...",1753,6 p. ; in-4,"Marmontel, Jean-François (1723-1799). Auteur du texte",,S. Jorry (Paris),,,
531,http://catalogue.bnf.fr/ark:/12148/cb308878380,https://gallica.bnf.fr/ark:/12148/bpt6k6362240d,Marmontel,,"Les solitaires de Murcie, ou Histoire de deux amans . Par Marmontel",,144 p. : ill. ; in-12,"Marmontel, Jean-François (1723-1799). Auteur du texte",,Aubry (Paris),,,
532,http://catalogue.bnf.fr/ark:/12148/cb30887961s,https://gallica.bnf.fr/ark:/12148/bpt6k1177786f,Marmontel,,Les Incas ou la destruction de l'empire du Pérou ; précédée du Discours de réception de Marmontel à l'Académie française (Nouvelle édition corrigée) par Marmontel,1864,1 vol. (XXIV-300 p.) : fig. ; in-18,"Marmontel, Jean-François (1723-1799). Auteur du texte",,E. Ducrocq (Paris),Collection : Bibliothèque illustrée des familles,,
533,http://catalogue.bnf.fr/ark:/12148/cb30887888j,https://gallica.bnf.fr/ark:/12148/bpt6k54937246,Marmontel,,"La voix des pauvres, épître au Roi sur l'incendie de l'Hôtel-Dieu . Par M. Marmontel,...",1773,16 p. ; in-8,"Marmontel, Jean-François (1723-1799). Auteur du texte",,Valade (Paris),,,
534,http://catalogue.bnf.fr/ark:/12148/cb38765368k,https://gallica.bnf.fr/ark:/12148/bpt6k131662v,Marmontel,,"Zémire et Azor, comédie ballet... / les paroles sont de M. Marmontel...",1774,In-12,"Marmontel, Jean-François (1723-1799). Auteur du texte",,Didot ainé (Paris),,,
535,http://catalogue.bnf.fr/ark:/12148/cb30887815b,https://gallica.bnf.fr/ark:/12148/bpt6k6375409h | https://gallica.bnf.fr/ark:/12148/bpt6k6413803c,Marmontel,,"Contes moraux , par M. Marmontel",1780,"3 vol. : titre et pl. gravées, portrait par Cochin ; in-16","Marmontel, Jean-François (1723-1799). Auteur du texte",,[s.n.] (Londres),,,
536,http://catalogue.bnf.fr/ark:/12148/cb308878369,https://gallica.bnf.fr/ark:/12148/bpt6k5842704q,Marmontel,,"Les Déjeunés du village, ou les Aventures de l'innocence, par M. Marmontel, pour faire suite à La Veillée du même auteur",1791,"In-12, 99 p.","Marmontel, Jean-François (1723-1799). Auteur du texte",,J.-A. Latour (Liége),,,
537,http://catalogue.bnf.fr/ark:/12148/cb30887937x,https://gallica.bnf.fr/ark:/12148/bpt6k148924b,Marmontel,,"Les Incas, ou la Destruction de l'empire du Pérou, par M. Marmontel",1821,"2 vol. in-32, frontisp. gravés","Marmontel, Jean-François (1723-1799). Auteur du texte",,J. Bossange et Tenon (Paris),,,
538,http://catalogue.bnf.fr/ark:/12148/cb308878845,https://gallica.bnf.fr/ark:/12148/bpt6k64798012,Marmontel,,"La neuvaine de Cythère / par Marmontel,... ; avec notice par M. Charles Monselet",1879,"1 vol. (XII-158 p.) : portrait par Cochin, vignettes ; in-4","Marmontel, Jean-François (1723-1799). Auteur du texte","Monselet, Charles (1825-1888). Rédaction d'une notice descriptive",A. Barraud (Paris),,,
539,http://catalogue.bnf.fr/ark:/12148/cb30887964t,https://gallica.bnf.fr/ark:/12148/bpt6k1414914s,Marmontel,,"L'empire du Pérou, ou les Incas / par Marmontel ; édition revue par A. R.",1881,1 vol. (240 p.) ; 23 cm,"Marmontel, Jean-François (1723-1799). Auteur du texte",,Ardant frères (Limoges),,,
540,http://catalogue.bnf.fr/ark:/12148/cb30887976t,https://gallica.bnf.fr/ark:/12148/bpt6k5808112z,Marmontel,,"L'Ami de la maison, comédie en 3 actes et en vers, mêlée d'ariettes,... par M. Marmontel,... La musique est de M. Grétry. [Fontainebleau, 26 octobre 1771, et Théâtre de la Comédie italienne, 24 mai 1772.]",1823,"In-8° , 42 p.","Marmontel, Jean-François (1723-1799). Auteur du texte",,Vente (Paris),,,
541,http://catalogue.bnf.fr/ark:/12148/cb44911118c,https://gallica.bnf.fr/ark:/12148/btv1b10072097c,Marmontel,,Polymnie. Poème posthume de Marmontel,1818,"In-16, XX-180 p.","Marmontel, Jean-François (1723-1799). Auteur du texte",,Guillaume et Cie (Paris),,,
542,http://catalogue.bnf.fr/ark:/12148/cb30888064k,https://gallica.bnf.fr/ark:/12148/bpt6k62593190,Marmontel,,"Le peuple et le Sénat, traités comme ils le méritent , par Marmontel...",1797,16 p. ; in-8,"Marmontel, Jean-François (1723-1799). Auteur du texte",Luques (17..-18..?). Éditeur scientifique | Kamerlinck. Éditeur scientifique |,"([Paris.] De l'imprimerie de Ramet, rue de la Coutellerie, n° 27. [1797.])",,France -- 1795-1799 (Directoire),
543,http://catalogue.bnf.fr/ark:/12148/cb37228464c,https://gallica.bnf.fr/ark:/12148/bpt6k8301n | https://gallica.bnf.fr/ark:/12148/bpt6k8302z | https://gallica.bnf.fr/ark:/12148/bpt6k83038,Marmontel,,"Mémoires de Marmontel ([Reprod. en fac-sim.]) publ. avec préf., notes et tables [par] Maurice Tourneux",1891,"3 vol. (XXV-297, 378, 377 p.) ; 19 cm","Marmontel, Jean-François (1723-1799). Auteur du texte","Tourneux, Maurice (1849-1917). Éditeur scientifique",Slatkine reprints (Genève),,"Marmontel, Jean-François (1723-1799)",
544,http://catalogue.bnf.fr/ark:/12148/cb308879326,https://gallica.bnf.fr/ark:/12148/bpt6k61529528 | https://gallica.bnf.fr/ark:/12148/bpt6k63659482 | https://gallica.bnf.fr/ark:/12148/bpt6k6392645p,Marmontel,,"Les Incas, ou La destruction de l'empire du Pérou , par M. Marmontel",1810,"3 vol. (XXXVI-211, 248, 244 p.) ; in-12","Marmontel, Jean-François (1723-1799). Auteur du texte",,Mme Buynand (Lyon),,,
545,http://catalogue.bnf.fr/ark:/12148/cb308879624,https://gallica.bnf.fr/ark:/12148/bpt6k5628925d,Marmontel,,"Les Incas, ou la Destruction de l'empire du Pérou (6e édition revue par une socièté d'ecclésiastiques) par Marmontel",1851,1 vol. (248 p.) ; in-12,"Marmontel, Jean-François (1723-1799). Auteur du texte",,A. Mame (Tours),Collection : Bibliothèque de la jeunesse chrétienne,,
546,http://catalogue.bnf.fr/ark:/12148/cb30888015c,https://gallica.bnf.fr/ark:/12148/bpt6k1520331h,Marmontel,,"La Guirlande, ou les Fleurs enchantées, acte de ballet [paroles de M. Marmontel, musique de M. Rameau], représenté pour la première fois par l'Académie royale de musique à la suite des Indes galantes, le... 21 septembre 1751",1751,"In-4° , 23 p.","Marmontel, Jean-François (1723-1799). Auteur du texte",,impr. de Vve Delormel et fils (Paris),,,
547,http://catalogue.bnf.fr/ark:/12148/cb30887975g,https://gallica.bnf.fr/ark:/12148/bpt6k5808044k,Marmontel,,"L'Ami de la maison, comédie en 3 actes et en vers, mêlée d'ariettes,... par M. Marmontel,... La musique est de M. Grétry. [Fontainebleau, 26 octobre 1771, et Théâtre de la Comédie italienne, 24 mai 1772.]",1780,"In-8° , 51 p.","Marmontel, Jean-François (1723-1799). Auteur du texte",,Impr. royale (Parme),,,
548,http://catalogue.bnf.fr/ark:/12148/cb30887823z,https://gallica.bnf.fr/ark:/12148/bpt6k6514530s,Marmontel,,"Nouveaux contes moraux , par M. Marmontel,...",1765,256 p. ; in-12,"Marmontel, Jean-François (1723-1799). Auteur du texte",,J. Merlin (Paris),,,
549,http://catalogue.bnf.fr/ark:/12148/cb30887886v,https://gallica.bnf.fr/ark:/12148/bpt6k5414637k,Marmontel,,Vers sur la maladie et la convalescence de Monseigneur le Dauphin . Par M. Marmontel,1752,21-[1 bl.] p. ; in-4,"Marmontel, Jean-François (1723-1799). Auteur du texte",,"A Paris, chez Sebastien Jorry, imprimeur libraire, quay des Augustins, aux Cigognes. M. DCC. LII. Avec approbation et permission",,,
550,http://catalogue.bnf.fr/ark:/12148/cb30887811z,https://gallica.bnf.fr/ark:/12148/bpt6k1510286v | https://gallica.bnf.fr/ark:/12148/bpt6k1510288p | https://gallica.bnf.fr/ark:/12148/bpt6k1510290r,Marmontel,,"Contes moraux , par M. Marmontel,...",1775,"3 vol. (XVIII-345, 376, 312 p.) : pl. gravées d'après Gravelot ; in-12","Marmontel, Jean-François (1723-1799). Auteur du texte",,J. Merlin (Paris),,,
551,http://catalogue.bnf.fr/ark:/12148/cb30887801n,https://gallica.bnf.fr/ark:/12148/bpt6k6516295q | https://gallica.bnf.fr/ark:/12148/bpt6k6522983z,Marmontel,,"Contes moraux , par M. Marmontel ; suivis d'une Apologie du théâtre",1761,"2 vol. (XIV-360, 389 p.) : fig. gravée aux titres ; in-12","Marmontel, Jean-François (1723-1799). Auteur du texte",,[s.n.] (La Haye),,,
552,http://catalogue.bnf.fr/ark:/12148/cb372412338,https://gallica.bnf.fr/ark:/12148/bpt6k42941b,Marmontel,,"La voix des pauvres, épître au roi, sur l'incendie de l'Hôtel-Dieu ([Reprod.]) par M. Marmontel,...",1773,1 microfiche ; 105*148 mm,"Marmontel, Jean-François (1723-1799). Auteur du texte",,Micro Graphix,Collection : Les archives de la Révolution française ; 9.5.10,Hôpitaux -- Paris (France),
553,http://catalogue.bnf.fr/ark:/12148/cb308879833,https://gallica.bnf.fr/ark:/12148/bpt6k1512151x,Marmontel,,"Antigone, opéra lyrique en 3 actes. [Paroles de Marmontel, musique de Zingarelli.] [Paris, Théâtre de l'Académie royale de musique, 30 avril 1790.]",1790,"In-4° , VI-47 p.","Marmontel, Jean-François (1723-1799). Auteur du texte",,impr. de P. de Lormel (Paris),,,
