"","author_short","gallica_link","title","year","author_bnf","publisher","format","source","bnf_cat","pages"
"135","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k56028262","De la Caisse d'escompte . Par le comte de Mirabeau","1785","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","XVI-226 [i.e. 228]-[1] p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb309517829",NA
"136","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k1509090k","Lettre remise à Frédéric-Guillaume II, roi régnant de Prusse, le jour de son avènement au trône, par le Cte de Mirabeau","1787","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","In-8° , 62 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951885m","62 p."
"137","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k1509089x","Lettre remise à Frédéric-Guillaume II, roi régnant de Prusse, le jour de son avènement au trône, par le Cte de Mirabeau","1787","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","In-8° , 84 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951886z","84 p."
"138","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k1509218j","Lettre remise à Frédéric-Guillaume II, roi régnant de Prusse, le jour de son avènement au trône, par le Cte de Mirabeau","1787","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","In-8° , 91 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951883x","91 p."
"139","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k3068668c","Lettre du comte de Mirabeau a M. Le Couteulx de La Noraye, sur la Banque de Saint Charles et sur la Caisse d'escompte","1785","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","[4]-117-[1 bl.] p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951891j",NA
"140","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k56680707","Essai sur le despotisme . 2e édition augmentée... par l'éditeur de cet ouvrage","1776","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","[s.n.] (Londres)","214 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb309518085","214 p."
"141","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k9627848k","Le Lecteur y mettra le titre","1777","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","[s.n.] (Londres)","95-[1] p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb309517573",NA
"142","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k56959685   https://gallica.bnf.fr/ark:/12148/bpt6k6436904m","Essai sur le despotisme . Troisième édition... Précédé de la lettre de M. de S. M. aux auteurs de la ","1792","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Le Jay (Paris)","XL-336 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb33998803c","336 p."
"143","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k96088453","Lettres de Mirabeau a Chamfort , imprimées sur les originaux ecrits de la main de Mirabeau, et suivies d'une traduction de la dissertation allemande sur les causes de l'universalité de la langue française, qui a partagé le prix de l'Académie de Berlin ; traduction attribuée à Mirabeau et imprimée sur le manuscrit corrigé de sa main.","1796-1797","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","A Paris. Chez le directeur de la Décade philosophique, rue Thérèse, butte des Moulins. An V. de la République française [1796-1797].","[4]-142-[2] p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951878b",NA
"144","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k1055804h","Errotika [i.e Erotika] biblion... / [par Mirabeau]","1783","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","impr. du Vatican (Rome)","IV-192 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb324539597","192 p."
"145","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k1510106g","Errotika Biblion... / [par le comte de Mirabeau]","1783","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","impr. du Vatican (A Rome)","IV-192 p. ; In-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb309517511","192 p."
"146","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k15221657","Errotika Biblion. Dernière édition","1792","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","In-8°, préface, 174 p., et la table","bnf","https://catalogue.bnf.fr/ark:/12148/cb32453960f","174 p."
"147","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k96928998","Derniéres paroles prononcées par M. Mirabeau, au moment de sa mort.","1791","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","[Paris.] De l'imprimerie du Postillon, rue Basse du Rempart-de-la-Madeleine, n°. 22, ci-devant rue d'Argenteuil, n°. 87. [1791]","4 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb365820304","4 p."
"148","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k1517671z","Le Libertin de qualité, ou Confidences d'un prisonnier au château de Vincennes [Mirabeau] écrites par lui-même...","1784","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","VIII-319 p. pl. gr. en t. douce ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb324539655","319 p."
"149","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k1517673s","Ma Conversion, par M.D.R.C.D.M.F. [Mirabeau]. Avec figures en taille-douce. 1re édition","1783","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","","In-12, VIII-248 p. pl","bnf","https://catalogue.bnf.fr/ark:/12148/cb324539686","248 p."
"150","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k5626421d","Dernieres paroles prononcees par M. Mirabeau au moment de sa mort.","1791","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","[Paris.] De l'impriemerie du Postillon, rue Basse-du-Rempart-de-la-Madelaine, n°. 22, ci-devant rne d'Argenteuil, n°. 87. [1791]","4 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb364230888","4 p."
"151","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k9735057p","Recueils de contes et nouvelles ; par Mr le marquis de M*** ... Seconde édition, seconde partie","1785","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","A Londres [i.e. Paris]. M.DCC.LXXXV","[2]-180-[1] p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951765q",NA
"152","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k9736312f","Essai sur le despotisme , 2 seconde édition augmentée & corrigée par l'éditeur de cet ouvrage","1776","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","[s.n.] (Londre)","VIII-[2]-308 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951807t","308 p."
"153","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k65783908   https://gallica.bnf.fr/ark:/12148/bpt6k6578179j   https://gallica.bnf.fr/ark:/12148/bpt6k6578576p","Lettres originales de Mirabeau, écrites du donjon de Vincennes pendant les années 1777, 78, 79 et 80 ; contenant tous les détails de sa vie privée, ses malheurs, et ses amours avec Sophie Ruffei, marquise de Monnier : recueillies par P. Manuel,...","1792","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","J. B. Garnery (Paris) | Treuttel (Strasbourg) | de Boffe (Londres)","4 vol. ; in-16","bnf","https://catalogue.bnf.fr/ark:/12148/cb365671290",NA
"154","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k9735282f","Essai sur le despotisme","1775","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","[s.n.] (Londres)","275-[2] p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951806g",NA
"155","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k65761721","Discours sur la représentation illégale de la nation provençale dans ses États actuels, et sur la nécessité de convoquer une assemblée générale des trois ordres, prononcé par le Comte de Mirabeau, dans la quatrième séance des États actuels de Provence, le 30 janvier 1789","1789","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Gibelin-David et Émeric-David (Aix)","In-8° , 35 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951947b","35 p."
"156","Mirabeau","https://gallica.bnf.fr/ark:/12148/cb32806045f/date","Lettre [-dix-neuvième lettre] du comte de Mirabeau, à ses commettans","1789-1789","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","[s.n.] (Paris)","","bnf","https://catalogue.bnf.fr/ark:/12148/cb32806045f",NA
"157","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k5832470d","Sur la liberté de la presse, imité de l'anglois de Milton , par le Cte de Mirabeau...","1788","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","[s.n.] (Londres)","66 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951850z","66 p."
"158","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k3043876h","Travail sur l'éducation publique, trouvé dans les papiers de Mirabeau l'aîné ; publié par P. J. G. Cabanis,...","1791","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Impr. nationale (Paris)","206 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951867p","206 p."
"159","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k9804868b","Lettres originales de Mirabeau, écrites du donjon de Vincennes, pendant les années 1777, 78, 79 et 80 ; contenant tous les détails sur sa vie privée, ses malheurs et ses amours avec Sophie Ruffei, marquise de Monnier : recueillies par P. Manuel,...","1792-1794","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","J.-B. Garnery (Paris) | Treuttel (Strasbourg) | De Boffe (Londres)","4 vol. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb30951912p",NA
"160","Mirabeau","https://gallica.bnf.fr/ark:/12148/bpt6k6471838m   https://gallica.bnf.fr/ark:/12148/bpt6k64717158","Esprit de Mirabeau, ou Manuel de l'homme d'État, des publicistes, des fonctionnaires et des orateurs ; divisé par ordre des matières, et mebrassant les différentes branches de l'économie politique ; extrait de tous les ouvrages de Gabriel-Honoré Riquetti de Mirabeau, et précédé d'un précis historique de sa vie","1797","Mirabeau, Honoré-Gabriel Riquetti comte de (1749-1791). Auteur du texte","Fr. Buisson (Paris)","2 vol. (XC-518 [sic 438], 542 p.) ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb302300172","542 p."
"161","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k6540436h","Quelques idées de constitution, applicables a la ville de Paris en juillet 1789 . Par M. l'abbé Sieyes.","1789","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","A Versailles, chez Baudouin, imprimeur de l'Assemblée nationale, avenue de Paris, n° 62. 24 septembre 1789.","39 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb359923312","39 p."
"162","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k9774343g","Quelques idées de constitution, applicables a la ville de Paris en juillet 1789 . Par M. l'abbé Sieyes.","1789","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","A Versailles, chez Baudouin, imprimeur de l'Assemblée nationale, avenue de Paris n°. 62 [1789].","[2]-37 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb31365936z","37 p."
"163","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k6443653d","Discours prononcé à la fête des 9 & 10 thermidor par le C.en Sieyes, président du Directoire exécutif.","1799","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","[S.l., 1799]","4 p. ; in-4","bnf","https://catalogue.bnf.fr/ark:/12148/cb340289989","4 p."
"164","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k9774344w","Vues sur les moyens d'exécution dont les représentans de la France pourront disposer en 1789 [par Sieyès]. 2e édition","1789","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","","","bnf","https://catalogue.bnf.fr/ark:/12148/cb32631345b",NA
"165","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k63507956","Discours du C.en Sieyes, président du Directoire exécutif, a la célébration de l'anniversaire du 10 août.","1799","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","(A Paris, de l'Imprimerie de la République. Thermidor an VII [août 1799].)","6 p. ; in-4","bnf","https://catalogue.bnf.fr/ark:/12148/cb31365914n","6 p."
"166","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k57882625","Notice sur la vie de Sieyès, membre de la première Assemblée nationale et de la Convention, écrite à Paris, en messidor, deuxième année de l'ère républicaine...","1794","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","Maradan (En Suisse ; et Paris)","In-8° , 66 p.","bnf","https://catalogue.bnf.fr/ark:/12148/cb31365919c","66 p."
"167","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k110603d   https://gallica.bnf.fr/ark:/12148/bpt6k97743422","Projet d'un décret provisoire sur le clergé, &c. . Par M. l'abbé Sieyès. Du 12 février 1790","1790","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","Impr. nationale (Paris)","40 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb31365928b","40 p."
"168","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k9774341n","Essai sur les priviléges . Nouvelle édition.","1789","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","[S.l.] 1789.","[2]-54 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb31365917p","54 p."
"169","Sieyès","https://gallica.bnf.fr/ark:/12148/bpt6k97743407","Qu'est-ce que le Tiers-État ? Troisième édition.","1789","Sieyès, Emmanuel-Joseph (1748-1836). Auteur du texte","[S.l.] 1789.","[2]-180 p. ; in-8","bnf","https://catalogue.bnf.fr/ark:/12148/cb31365933x","180 p."
"170","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k6307358b","Correspondance du ministre Clavière et du général Montesquiou, servant de réponse au libelle du général contre le ministre. (11 septembre-23 octobre.)","","","","In-4 °. Pièce","selected","https://catalogue.bnf.fr/ark:/12148/cb36307960r",NA
"171","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k56860h","Coupons d'assignats : pétition proposée aux quarante-huit sections de Paris ([Reprod.]) par M. Clavière,...","179.","Clavière, Étienne (1735-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37241478s",NA
"172","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k324507c","[Lettre d'envoi à la Société des Amis de la constitution du discours de É. Clavière sur la situation politique du pays, 13 avril 1792]","","Clavière, Étienne (1735-1793). Auteur du texte","[s.n.]","4 p. ; in-fol.","selected","https://catalogue.bnf.fr/ark:/12148/cb30248614t","4 p."
"173","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k43259q","Lettre de M. Clavière, à M. Beaumez, sur l'organisation du Trésor public ([Reprod.]) ","1790","Clavière, Étienne. Auteur du texte","Maxwell","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37243585t",NA
"174","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k568239","De la foi publique envers les créanciers de l'état : lettres à M. Linguet sur le n ° CXVI de ses annales : ouvrage dans lequel, après avoir indiqué l'état le plus modique du revenu général de la France, on prouve que la banqueroute n'est ni nécessaire, ni utile, ni politique, & que la confiance doit ranimer l'esprit public... ([Reprod.]) par M***","1788","Clavière, Étienne. Auteur du texte","Micro Graphix","3 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37244463g",NA
"175","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k432184","Opinions d'un créancier de l'Etat, sur quelques matières de finance importantes dans le moment actuel ([Reprod.]) par M. Clavière","1789","Clavière, Étienne (1735-1793). Auteur du texte","Maxwell","2 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37243779f",NA
"176","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k43219g","Dissection du projet de M. l'évêque d'Autun, sur l'échange universel et direct des créances de l'état contre les biens nationaux, à laquelle on a joint de nouvelles considérations, tant sur la convenance d'une grande émission d'assignats-monnoie, que sur les arrangemens de finance les plus convenables aux circonstances ([Reprod.]) par M. Clavière","1790","Clavière, Étienne. Auteur du texte","Maxwell","2 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372433184",NA
"177","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k56854k","Observations sommaires sur le projet d'une refonte générale des monnoies ([Reprod.]) par M. Clavière","1790","Clavière, Étienne. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37241024r",NA
"178","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k569107","Réflexions adressées à l'Assemblée nationale, sur les moyens de concilier l'impôt du tabac avec la liberté du commerce, et les rapports que la France doit entretenir avec les Américains libres, sur l'usage des licences ou patentes qui permettent de fabriquer ou vendre, etc., etc. ([Reprod.]) par M. Clavière","1790","Clavière, Étienne (1735-1793). Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37242960b",NA
"179","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k56861v","Réponse au mémoire de M. Necker, concernant les assignats, et à d'autres objections contre une création qui les porte à deux milliards ([Reprod.]) par M. Clavière","1790","Clavière, Étienne (1735-1793). Auteur du texte","Micro Graphix","2 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37241474d",NA
"180","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k568072","Réflexions sur les formes et les principes auxquels une nation doit assujétir l'administration des finances... ; suivies d'une Lettre à M. Baumez, sur l'organisation du Trésor public, où l'auteur discute les avantages et la nécessité d'une caisse publique ([Reprod.]) par M. Clavière","1791","Clavière, Étienne. Auteur du texte","Micro Graphix","2 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37243131s",NA
"181","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k43222c","Exposé sommaire de la conduite de Clavière, ex-ministre des contributions ([Reprod.]) fait par lui-même","1793-1794","Clavière, Étienne. Auteur du texte","Maxwell","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372436822",NA
"182","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k432691","Compte rendu par le ministre, au premier février 1793 ([Reprod.]) [Clavière]","1793","Clavière, Étienne. Auteur du texte","Maxwell","2 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372436675",NA
"183","Clavière","https://gallica.bnf.fr/ark:/12148/bpt6k567560","Administration nationale des économies du peuple, établie en faveur des journaliers, artisans & autres citoyens laborieux, dans chacun des départemens de la République, sous la surveillance des représentans de la nation ([Reprod.]) [Clavière]","1793","Clavière, Étienne. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37243335q",NA
"184","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k6224560g","Avis aux Espagnols , par Condorcet","","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","impr. de la ","23 p. ; in-12","selected","https://catalogue.bnf.fr/ark:/12148/cb30263653x","23 p."
"185","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509367c","Projet d'une exposition des motifs qui ont déterminé l'Assemblée nationale à décréter sur la proposition formelle du roi, qu'il y a lieu de déclarer la guerre au roi de Bohême et de Hongrie, proposé par M. Condorcet,... (20 avril 1792.)","","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","Impr. nationale (Paris)","In-8° , 12 p.","selected","https://catalogue.bnf.fr/ark:/12148/cb30263791r","12 p."
"186","Condorcet","https://gallica.bnf.fr/ark:/12148/bpt6k1509368s","La République française aux hommes libres, par Condorcet","","Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794). Auteur du texte","impr. de Fiévée ((Paris,))","In-8° , 16 p.","selected","https://catalogue.bnf.fr/ark:/12148/cb30263751h","16 p."
"187","Desmoulins","","Discours de la Lanterne / Camille Desmoulins. Précédé de Essai sur la vie de Camille Desmoulins / [Pierre-Joseph Matton]","2017","Desmoulins, Camille (1760-1794). Auteur du texte | Matton, Pierre-Joseph Marcelin (1809-1886). Auteur du texte | Matton, Pierre-Joseph Marcelin (1809-1886). Auteur du texte","Mazeto square (Paris)","1 vol. (67 p.) ; 18 cm","selected","https://catalogue.bnf.fr/ark:/12148/cb454158710","67 p."
"188","Desmoulins","https://gallica.bnf.fr/ark:/12148/bpt6k393802","Le vieux Cordelier de Camille Desmoulins, seule édition complète. précédée d'un Essai sur la vie et les écrits de l'auteur / par M. Matton aîné","1834","Desmoulins, Camille (1760-1794). Auteur du texte | Matton, Pierre-Joseph Marcelin (1809-1886). Auteur du texte","Ébrard (Paris)","1 vol. (XXXV-262-IX p.) ; in-8","selected","https://catalogue.bnf.fr/ark:/12148/cb303333393",NA
"189","Desmoulins","https://gallica.bnf.fr/ark:/12148/bpt6k943126w","Bibliothèque nationale. Collection des meilleurs auteurs anciens et modernes. Oeuvres de Camille Desmoulins","1905","Desmoulins, Camille (1760-1794). Auteur du texte","Librairie de la Bibliothèque nationale (Paris)","Vol. in-32","selected","https://catalogue.bnf.fr/ark:/12148/cb340196499",NA
"190","Desmoulins","https://gallica.bnf.fr/ark:/12148/bpt6k14237001","Correspondance inédite de Camille Desmoulins, député à la Convention nationale ; publiée par M. Matton aîné,...","1836","Desmoulins, Camille (1760-1794). Auteur du texte","Ébrard (Paris)","30-248 p. : fac-similé, portrait ; in-8","selected","https://catalogue.bnf.fr/ark:/12148/cb30333296n","248 p."
"191","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k56695m","Adresse au Don Quichotte du nord ([Reprod.]) [par Marie-Olympe de Gouges]","1792","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37244398v",NA
"192","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k56690w","Adresse aux représentans de la nation ; Mémoire pour madame de Gouges, contre la Comédie-françoise ([Reprod.]) [M.-O. de Gouges]","1790","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372444535",NA
"193","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k566979","Arrêt de mort que présente Olympe de Gouges contre Louis Capet ([Reprod.]) ","1792","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37241751k",NA
"194","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k56689p","Les comédiens démasqués ou Madame de Gouges ruinée par la Comédie françoise pour se faire jouer ([Reprod.]) [par Marie-Olympe de Gouges]","1790","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372444059",NA
"195","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k56696z","Correspondance de la Cour : compte moral rendu et dernier mot à mes chers amis par Olympe Degouges [sic] à la Convention nationale et au peuple, sur une dénonciation faite contre son civisme, aux Jacobins, par le sieur Bourdon ([Reprod.]) ","1786","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372445047",NA
"196","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k57047b","L'entrée de Dumourier à Bruxelles, ou Les vivandiers : pièce en cinq actes et en prose ([Reprod.]) par Olympe de Gouges...","1793","Gouges, Olympe de. Auteur du texte","Micro Graphix","2 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372412876",NA
"197","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k566917","Lettre aux littérateurs françois ([Reprod.]) par madame de Gouges","1792","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37244494r",NA
"198","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k56692k","Projet sur la formation d'un tribunal populaire et suprême en matière criminelle, présenté par madame de Gouges, le 26 mai 1790, à l'Assemblée nationale ([Reprod.]) ","1790","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37244491q",NA
"199","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k56688b","Remarques patriotiques ([Reprod.]) par la citoyenne, auteur de la Lettre au peuple","179.","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372440861",NA
"200","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k566948","Repentir de Madame de Gouges ([Reprod.]) ","1791","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372440819",NA
"201","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k56693x","Sera-t-il roi, ne le sera-t-il pas ? ([Reprod.]) [par Madame de Gouges]","1791","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372440950",NA
"202","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k56698n","Testament politique d'Olympe de Gouges ([Reprod.]) ","1793","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37244076q",NA
"203","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k566870","Zamore et Mirza, ou L'heureux naufrage : drame indien, en trois actes, et en prose ([Reprod.]) par Madame de Gouges","1788","Gouges, Olympe de. Auteur du texte","Micro Graphix","2 microfiches ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372408806",NA
"204","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k425986","Action héroïque d'une Françoise, ou La France sauvée par les femmes ([Reprod.]) [par Madame de G***]","1789","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb37235688d",NA
"205","Olympe de Gouges","https://gallica.bnf.fr/ark:/12148/bpt6k42611k","Adresse au roi ; Adresse à la reine ; Adresse au prince de Condé ; Observation à M. Duveyrier, sur sa fameuse ambassade ([Reprod.]) par Madame de Gouges","1791","Gouges, Olympe de. Auteur du texte","Micro Graphix","1 microfiche ; 105*148 mm","selected","https://catalogue.bnf.fr/ark:/12148/cb372361617",NA
